Index,Load (kN),Defor (mm)
2457,27.57,2.0662
2458,27.57,2.0675
2459,27.58,2.0687
2460,27.58,2.0687
2461,27.58,2.07
2462,27.58,2.0712
2463,27.58,2.0712
2464,27.59,2.0725
2465,27.59,2.0738
2466,27.59,2.0738
2467,27.59,2.075
2468,27.59,2.0762
2469,27.6,2.0762
2470,27.6,2.0775
2471,27.6,2.0787
2472,27.6,2.0787
2473,27.6,2.08
2474,27.61,2.0812
2475,27.61,2.0812
2476,27.61,2.0825
2477,27.61,2.0838
2478,27.61,2.0838
2479,27.61,2.085
2480,27.61,2.0863
2481,27.62,2.0863
2482,27.62,2.0875
2483,27.62,2.0887
2484,27.63,2.0887
2485,27.63,2.09
2486,27.63,2.0912
2487,27.63,2.0912
2488,27.63,2.0925
2489,27.64,2.0938
2490,27.64,2.0938
2491,27.64,2.095
2492,27.64,2.0963
2493,27.64,2.0963
2494,27.65,2.0975
2495,27.65,2.0987
2496,27.65,2.0987
2497,27.65,2.1
2498,27.65,2.1012
2499,27.65,2.1012
2500,27.65,2.1025
2501,27.66,2.1037
2502,27.66,2.1037
2503,27.66,2.105
2504,27.66,2.1063
2505,27.67,2.1063
2506,27.67,2.1075
2507,27.67,2.1087
2508,27.67,2.1087
2509,27.67,2.11
2510,27.67,2.1112
2511,27.68,2.1125
2512,27.68,2.1125
2513,27.68,2.1137
2514,27.68,2.1137
2515,27.68,2.115
2516,27.69,2.1163
2517,27.69,2.1163
2518,27.69,2.1175
2519,27.69,2.1187
2520,27.69,2.1187
2521,27.69,2.12
2522,27.69,2.1212
2523,27.7,2.1225
2524,27.7,2.1225
2525,27.7,2.1237
2526,27.7,2.125
2527,27.71,2.125
2528,27.71,2.1263
2529,27.71,2.1275
2530,27.71,2.1275
2531,27.71,2.1287
2532,27.71,2.13
2533,27.72,2.13
2534,27.72,2.1312
2535,27.72,2.1325
2536,27.72,2.1325
2537,27.72,2.1337
2538,27.73,2.135
2539,27.73,2.135
2540,27.73,2.1363
2541,27.73,2.1375
2542,27.73,2.1375
2543,27.74,2.1387
2544,27.74,2.14
2545,27.74,2.14
2546,27.74,2.1412
2547,27.74,2.1425
2548,27.74,2.1425
2549,27.75,2.1437
2550,27.75,2.145
2551,27.75,2.145
2552,27.75,2.1463
2553,27.75,2.1475
2554,27.75,2.1475
2555,27.76,2.1488
2556,27.76,2.15
2557,27.76,2.15
2558,27.76,2.1512
2559,27.76,2.1525
2560,27.76,2.1525
2561,27.77,2.1537
2562,27.77,2.155
2563,27.77,2.155
2564,27.78,2.1562
2565,27.78,2.1575
2566,27.78,2.1575
2567,27.78,2.1588
2568,27.78,2.16
2569,27.78,2.1612
2570,27.78,2.1612
2571,27.78,2.1625
2572,27.79,2.1625
2573,27.79,2.1637
2574,27.79,2.165
2575,27.79,2.1662
2576,27.79,2.1662
2577,27.8,2.1675
2578,27.8,2.1688
2579,27.8,2.1688
2580,27.8,2.17
2581,27.8,2.1712
2582,27.8,2.1712
2583,27.81,2.1725
2584,27.81,2.1737
2585,27.81,2.1737
2586,27.81,2.175
2587,27.82,2.1762
2588,27.82,2.1762
2589,27.82,2.1775
2590,27.82,2.1775
2591,27.82,2.1788
2592,27.82,2.18
2593,27.83,2.18
2594,27.83,2.1812
2595,27.83,2.1825
2596,27.83,2.1825
2597,27.83,2.1837
2598,27.84,2.185
2599,27.84,2.185
2600,27.84,2.1862
2601,27.84,2.1875
2602,27.84,2.1875
2603,27.85,2.1888
2604,27.85,2.19
2605,27.85,2.19
2606,27.85,2.1912
2607,27.85,2.1925
2608,27.85,2.1925
2609,27.86,2.1937
2610,27.86,2.195
2611,27.86,2.195
2612,27.86,2.1962
2613,27.86,2.1975
2614,27.87,2.1975
2615,27.87,2.1988
2616,27.87,2.2
2617,27.87,2.2
2618,27.87,2.2012
2619,27.88,2.2025
2620,27.88,2.2025
2621,27.88,2.2037
2622,27.88,2.205
2623,27.88,2.205
2624,27.88,2.2062
2625,27.89,2.2075
2626,27.89,2.2075
2627,27.89,2.2088
2628,27.89,2.21
2629,27.89,2.21
2630,27.9,2.2113
2631,27.9,2.2125
2632,27.9,2.2125
2633,27.9,2.2137
2634,27.9,2.215
2635,27.9,2.215
2636,27.91,2.2162
2637,27.91,2.2175
2638,27.91,2.2175
2639,27.91,2.2188
2640,27.91,2.22
2641,27.91,2.2213
2642,27.92,2.2213
2643,27.92,2.2225
2644,27.92,2.2225
2645,27.92,2.2237
2646,27.93,2.225
2647,27.93,2.2262
2648,27.93,2.2262
2649,27.93,2.2275
2650,27.93,2.2287
2651,27.94,2.2287
2652,27.93,2.23
2653,27.94,2.23
2654,27.94,2.2313
2655,27.94,2.2325
2656,27.94,2.2325
2657,27.95,2.2337
2658,27.94,2.235
2659,27.95,2.2362
2660,27.95,2.2362
2661,27.95,2.2375
2662,27.95,2.2387
2663,27.95,2.2387
2664,27.96,2.24
2665,27.96,2.2413
2666,27.96,2.2413
2667,27.96,2.2425
2668,27.96,2.2425
2669,27.97,2.2437
2670,27.97,2.245
2671,27.97,2.2462
2672,27.97,2.2462
2673,27.97,2.2475
2674,27.97,2.2487
2675,27.98,2.2487
2676,27.98,2.25
2677,27.98,2.2513
2678,27.98,2.2513
2679,27.98,2.2525
2680,27.98,2.2537
2681,27.99,2.2537
2682,27.99,2.255
2683,27.99,2.2562
2684,27.99,2.2562
2685,28.0,2.2575
2686,28.0,2.2587
2687,28.0,2.2587
2688,28.0,2.26
2689,28.0,2.2613
2690,28.0,2.2613
2691,28.01,2.2625
2692,28.01,2.2637
2693,28.01,2.2637
2694,28.01,2.265
2695,28.01,2.2662
2696,28.01,2.2662
2697,28.02,2.2675
2698,28.02,2.2687
2699,28.02,2.2687
2700,28.02,2.27
2701,28.03,2.2713
2702,28.02,2.2713
2703,28.03,2.2725
2704,28.03,2.2738
2705,28.03,2.2738
2706,28.03,2.275
2707,28.03,2.2762
2708,28.04,2.2762
2709,28.04,2.2775
2710,28.04,2.2787
2711,28.04,2.2787
2712,28.05,2.28
2713,28.05,2.2812
2714,28.05,2.2812
2715,28.05,2.2825
2716,28.05,2.2838
2717,28.06,2.2838
2718,28.06,2.285
2719,28.06,2.2862
2720,28.06,2.2862
2721,28.06,2.2875
2722,28.07,2.2887
2723,28.07,2.2887
2724,28.07,2.29
2725,28.07,2.2912
2726,28.07,2.2912
2727,28.07,2.2925
2728,28.07,2.2938
2729,28.08,2.2938
2730,28.08,2.295
2731,28.08,2.2962
2732,28.08,2.2962
2733,28.08,2.2975
2734,28.09,2.2987
2735,28.09,2.2987
2736,28.09,2.3
2737,28.09,2.3012
2738,28.09,2.3012
2739,28.09,2.3025
2740,28.1,2.3038
2741,28.1,2.3038
2742,28.1,2.305
2743,28.1,2.3062
2744,28.11,2.3062
2745,28.1,2.3075
2746,28.11,2.3087
2747,28.11,2.3087
2748,28.11,2.31
2749,28.11,2.3112
2750,28.12,2.3125
2751,28.12,2.3125
2752,28.12,2.3138
2753,28.12,2.3138
2754,28.12,2.315
2755,28.12,2.3162
2756,28.12,2.3162
2757,28.12,2.3175
2758,28.13,2.3187
2759,28.13,2.3187
2760,28.13,2.32
2761,28.13,2.3212
2762,28.13,2.3212
2763,28.14,2.3225
2764,28.14,2.3238
2765,28.14,2.3238
2766,28.14,2.325
2767,28.14,2.3262
2768,28.14,2.3262
2769,28.15,2.3275
2770,28.15,2.3287
2771,28.15,2.3287
2772,28.15,2.33
2773,28.16,2.3312
2774,28.15,2.3312
2775,28.16,2.3325
2776,28.16,2.3338
2777,28.16,2.3338
2778,28.16,2.335
2779,28.16,2.3363
2780,28.17,2.3363
2781,28.17,2.3375
2782,28.17,2.3387
2783,28.17,2.3387
2784,28.18,2.34
2785,28.18,2.3412
2786,28.18,2.3412
2787,28.18,2.3425
2788,28.18,2.3438
2789,28.19,2.3438
2790,28.19,2.345
2791,28.19,2.3463
2792,28.19,2.3463
2793,28.19,2.3475
2794,28.19,2.3487
2795,28.2,2.3487
2796,28.2,2.35
2797,28.2,2.3512
2798,28.2,2.3512
2799,28.2,2.3525
2800,28.2,2.3537
2801,28.21,2.3537
2802,28.21,2.355
2803,28.21,2.3563
2804,28.21,2.3563
2805,28.21,2.3575
2806,28.22,2.3587
2807,28.22,2.3587
2808,28.22,2.36
2809,28.22,2.3612
2810,28.22,2.3612
2811,28.22,2.3625
2812,28.23,2.3637
2813,28.23,2.3637
2814,28.23,2.365
2815,28.23,2.3663
2816,28.23,2.3663
2817,28.24,2.3675
2818,28.24,2.3687
2819,28.24,2.3687
2820,28.24,2.37
2821,28.24,2.3712
2822,28.24,2.3712
2823,28.24,2.3725
2824,28.25,2.3737
2825,28.25,2.3737
2826,28.25,2.375
2827,28.26,2.3763
2828,28.26,2.3763
2829,28.26,2.3775
2830,28.26,2.3787
2831,28.26,2.3787
2832,28.26,2.38
2833,28.26,2.3812
2834,28.27,2.3812
2835,28.27,2.3825
2836,28.27,2.3837
2837,28.27,2.3837
2838,28.27,2.385
2839,28.28,2.3863
2840,28.28,2.3863
2841,28.28,2.3875
2842,28.28,2.3887
2843,28.28,2.3887
2844,28.28,2.39
2845,28.29,2.3912
2846,28.29,2.3912
2847,28.29,2.3925
2848,28.29,2.3937
2849,28.29,2.3937
2850,28.3,2.395
2851,28.3,2.3963
2852,28.3,2.3963
2853,28.3,2.3975
2854,28.3,2.3987
2855,28.3,2.3987
2856,28.31,2.4
2857,28.31,2.4012
2858,28.31,2.4012
2859,28.31,2.4025
2860,28.31,2.4037
2861,28.31,2.4037
2862,28.32,2.405
2863,28.32,2.4062
2864,28.32,2.4062
2865,28.32,2.4075
2866,28.33,2.4088
2867,28.33,2.4088
2868,28.33,2.41
2869,28.33,2.4112
2870,28.33,2.4125
2871,28.34,2.4125
2872,28.34,2.4137
2873,28.34,2.4137
2874,28.34,2.415
2875,28.34,2.4162
2876,28.35,2.4162
2877,28.35,2.4175
2878,28.35,2.4188
2879,28.35,2.42
2880,28.35,2.42
2881,28.35,2.4212
2882,28.35,2.4225
2883,28.36,2.4225
2884,28.36,2.4237
2885,28.36,2.425
2886,28.36,2.425
2887,28.36,2.4262
2888,28.36,2.4275
2889,28.37,2.4275
2890,28.37,2.4288
2891,28.37,2.43
2892,28.37,2.43
2893,28.37,2.4312
2894,28.37,2.4325
2895,28.38,2.4325
2896,28.38,2.4337
2897,28.38,2.435
2898,28.38,2.435
2899,28.39,2.4362
2900,28.39,2.4375
2901,28.39,2.4375
2902,28.39,2.4388
2903,28.39,2.44
2904,28.39,2.44
2905,28.4,2.4412
2906,28.4,2.4425
2907,28.4,2.4425
2908,28.4,2.4437
2909,28.4,2.445
2910,28.4,2.445
2911,28.41,2.4462
2912,28.41,2.4475
2913,28.41,2.4475
2914,28.41,2.4488
2915,28.41,2.45
2916,28.42,2.45
2917,28.42,2.4512
2918,28.42,2.4525
2919,28.42,2.4525
2920,28.42,2.4537
2921,28.42,2.455
2922,28.43,2.455
2923,28.43,2.4562
2924,28.43,2.4575
2925,28.43,2.4575
2926,28.44,2.4588
2927,28.43,2.46
2928,28.44,2.46
2929,28.44,2.4612
2930,28.44,2.4625
2931,28.44,2.4625
2932,28.45,2.4637
2933,28.45,2.465
2934,28.45,2.465
2935,28.45,2.4662
2936,28.45,2.4675
2937,28.45,2.4675
2938,28.45,2.4688
2939,28.45,2.47
2940,28.46,2.47
2941,28.46,2.4713
2942,28.46,2.4725
2943,28.46,2.4725
2944,28.46,2.4737
2945,28.46,2.475
2946,28.46,2.475
2947,28.47,2.4762
2948,28.47,2.4775
2949,28.47,2.4775
2950,28.47,2.4787
2951,28.48,2.48
2952,28.48,2.48
2953,28.48,2.4813
2954,28.48,2.4825
2955,28.48,2.4825
2956,28.49,2.4837
2957,28.49,2.485
2958,28.49,2.485
2959,28.49,2.4862
2960,28.49,2.4875
2961,28.49,2.4875
2962,28.5,2.4887
2963,28.5,2.49
2964,28.5,2.49
2965,28.5,2.4913
2966,28.5,2.4925
2967,28.51,2.4925
2968,28.51,2.4937
2969,28.51,2.495
2970,28.51,2.495
2971,28.51,2.4962
2972,28.51,2.4975
2973,28.52,2.4975
2974,28.52,2.4987
2975,28.52,2.5
2976,28.52,2.5
2977,28.52,2.5013
2978,28.52,2.5025
2979,28.52,2.5025
2980,28.52,2.5037
2981,28.53,2.505
2982,28.53,2.505
2983,28.53,2.5062
2984,28.53,2.5075
2985,28.54,2.5075
2986,28.54,2.5087
2987,28.54,2.51
2988,28.54,2.51
2989,28.54,2.5113
2990,28.55,2.5125
2991,28.55,2.5125
2992,28.55,2.5137
2993,28.55,2.515
2994,28.55,2.515
2995,28.55,2.5162
2996,28.55,2.5175
2997,28.56,2.5175
2998,28.56,2.5187
2999,28.56,2.52
3000,28.56,2.52
3001,28.57,2.5213
3002,28.57,2.5225
3003,28.57,2.5225
3004,28.57,2.5237
3005,28.57,2.525
3006,28.58,2.525
3007,28.58,2.5262
3008,28.58,2.5275
3009,28.58,2.5275
3010,28.59,2.5287
3011,28.59,2.53
3012,28.59,2.53
3013,28.59,2.5312
3014,28.59,2.5325
3015,28.59,2.5325
3016,28.59,2.5338
3017,28.59,2.535
3018,28.6,2.535
3019,28.6,2.5362
3020,28.6,2.5375
3021,28.6,2.5375
3022,28.6,2.5387
3023,28.6,2.54
3024,28.61,2.54
3025,28.61,2.5412
3026,28.61,2.5425
3027,28.61,2.5425
3028,28.61,2.5438
3029,28.61,2.545
3030,28.62,2.545
3031,28.62,2.5462
3032,28.62,2.5475
3033,28.62,2.5475
3034,28.63,2.5487
3035,28.63,2.55
3036,28.63,2.55
3037,28.63,2.5512
3038,28.63,2.5525
3039,28.64,2.5525
3040,28.64,2.5538
3041,28.64,2.555
3042,28.64,2.555
3043,28.64,2.5562
3044,28.64,2.5575
3045,28.64,2.5575
3046,28.65,2.5587
3047,28.65,2.56
3048,28.65,2.56
3049,28.65,2.5612
3050,28.65,2.5625
3051,28.65,2.5625
3052,28.66,2.5638
3053,28.66,2.565
3054,28.66,2.565
3055,28.66,2.5662
3056,28.66,2.5675
3057,28.66,2.5675
3058,28.66,2.5687
3059,28.67,2.57
3060,28.67,2.57
3061,28.67,2.5712
3062,28.67,2.5725
3063,28.68,2.5725
3064,28.68,2.5738
3065,28.68,2.575
3066,28.68,2.575
3067,28.68,2.5762
3068,28.68,2.5762
3069,28.69,2.5775
3070,28.69,2.5787
3071,28.69,2.5787
3072,28.69,2.58
3073,28.69,2.5812
3074,28.7,2.5825
3075,28.7,2.5825
3076,28.7,2.5838
3077,28.7,2.5838
3078,28.71,2.585
3079,28.71,2.5862
3080,28.7,2.5862
3081,28.71,2.5875
3082,28.71,2.5887
3083,28.71,2.59
3084,28.71,2.59
3085,28.72,2.5912
3086,28.72,2.5925
3087,28.72,2.5925
3088,28.72,2.5938
3089,28.72,2.595
3090,28.72,2.595
3091,28.73,2.5963
3092,28.72,2.5963
3093,28.73,2.5975
3094,28.73,2.5987
3095,28.73,2.6
3096,28.73,2.6
3097,28.74,2.6012
3098,28.74,2.6025
3099,28.74,2.6025
3100,28.74,2.6037
3101,28.74,2.605
3102,28.74,2.605
3103,28.75,2.6063
3104,28.75,2.6075
3105,28.75,2.6075
3106,28.75,2.6087
3107,28.76,2.61
3108,28.76,2.61
3109,28.76,2.6112
3110,28.76,2.6125
3111,28.76,2.6125
3112,28.76,2.6137
3113,28.76,2.615
3114,28.77,2.615
3115,28.77,2.6163
3116,28.77,2.6175
3117,28.77,2.6175
3118,28.77,2.6187
3119,28.78,2.62
3120,28.78,2.62
3121,28.78,2.6212
3122,28.78,2.6225
3123,28.78,2.6225
3124,28.79,2.6237
3125,28.79,2.625
3126,28.79,2.625
3127,28.79,2.6263
3128,28.79,2.6275
3129,28.8,2.6275
3130,28.8,2.6287
3131,28.8,2.63
3132,28.8,2.63
3133,28.8,2.6312
3134,28.8,2.6325
3135,28.81,2.6325
3136,28.81,2.6337
3137,28.81,2.635
3138,28.81,2.635
3139,28.81,2.6363
3140,28.82,2.6375
3141,28.82,2.6375
3142,28.82,2.6387
3143,28.82,2.64
3144,28.82,2.64
3145,28.82,2.6412
3146,28.82,2.6425
3147,28.83,2.6425
3148,28.83,2.6437
3149,28.83,2.645
3150,28.83,2.645
3151,28.83,2.6463
3152,28.83,2.6475
3153,28.84,2.6475
3154,28.84,2.6487
3155,28.84,2.65
3156,28.84,2.65
3157,28.85,2.6512
3158,28.85,2.6525
3159,28.85,2.6525
3160,28.85,2.6537
3161,28.85,2.655
3162,28.85,2.655
3163,28.85,2.6562
3164,28.86,2.6575
3165,28.86,2.6575
3166,28.86,2.6588
3167,28.86,2.66
3168,28.86,2.66
3169,28.86,2.6612
3170,28.86,2.6625
3171,28.87,2.6625
3172,28.87,2.6637
3173,28.87,2.665
3174,28.87,2.665
3175,28.88,2.6662
3176,28.88,2.6675
3177,28.88,2.6675
3178,28.88,2.6688
3179,28.88,2.67
3180,28.89,2.6712
3181,28.89,2.6712
3182,28.89,2.6725
3183,28.89,2.6725
3184,28.89,2.6737
3185,28.9,2.675
3186,28.9,2.6762
3187,28.9,2.6762
3188,28.9,2.6775
3189,28.9,2.6788
3190,28.9,2.6788
3191,28.91,2.68
3192,28.91,2.6812
3193,28.91,2.6812
3194,28.91,2.6825
3195,28.91,2.6825
3196,28.91,2.6837
3197,28.91,2.685
3198,28.92,2.6862
3199,28.92,2.6862
3200,28.92,2.6875
3201,28.93,2.6888
3202,28.93,2.6888
3203,28.93,2.69
3204,28.93,2.6912
3205,28.93,2.6912
3206,28.93,2.6925
3207,28.94,2.6937
3208,28.93,2.6937
3209,28.94,2.695
3210,28.94,2.6962
3211,28.94,2.6962
3212,28.94,2.6975
3213,28.95,2.6988
3214,28.94,2.6988
3215,28.95,2.7
3216,28.95,2.7012
3217,28.95,2.7012
3218,28.95,2.7025
3219,28.95,2.7037
3220,28.96,2.7037
3221,28.96,2.705
3222,28.96,2.7062
3223,28.96,2.7062
3224,28.96,2.7075
3225,28.96,2.7088
3226,28.96,2.7088
3227,28.97,2.71
3228,28.97,2.7112
3229,28.97,2.7112
3230,28.98,2.7125
3231,28.97,2.7137
3232,28.98,2.7137
3233,28.98,2.715
3234,28.98,2.7162
3235,28.98,2.7162
3236,28.98,2.7175
3237,28.98,2.7188
3238,28.99,2.7188
3239,28.99,2.72
3240,28.99,2.7213
3241,28.99,2.7213
3242,29.0,2.7225
3243,29.0,2.7237
3244,29.0,2.7237
3245,29.0,2.725
3246,29.0,2.7262
3247,29.0,2.7262
3248,29.0,2.7275
3249,29.01,2.7287
3250,29.01,2.7287
3251,29.01,2.73
3252,29.01,2.7313
3253,29.02,2.7313
3254,29.02,2.7325
3255,29.02,2.7337
3256,29.02,2.7337
3257,29.02,2.735
3258,29.03,2.7362
3259,29.03,2.7362
3260,29.03,2.7375
3261,29.03,2.7387
3262,29.03,2.7387
3263,29.03,2.74
3264,29.03,2.7413
3265,29.04,2.7413
3266,29.04,2.7425
3267,29.04,2.7437
3268,29.04,2.7437
3269,29.04,2.745
3270,29.05,2.7462
3271,29.05,2.7462
3272,29.05,2.7475
3273,29.05,2.7487
3274,29.05,2.7487
3275,29.05,2.75
3276,29.05,2.7513
3277,29.05,2.7513
3278,29.06,2.7525
3279,29.06,2.7537
3280,29.06,2.7537
3281,29.06,2.755
3282,29.06,2.7562
3283,29.07,2.7562
3284,29.07,2.7575
3285,29.07,2.7587
3286,29.08,2.7587
3287,29.07,2.76
3288,29.08,2.76
3289,29.08,2.7613
3290,29.08,2.7625
3291,29.08,2.7625
3292,29.08,2.7637
3293,29.09,2.765
3294,29.09,2.7662
3295,29.09,2.7662
3296,29.09,2.7675
3297,29.09,2.7675
3298,29.09,2.7687
3299,29.09,2.77
3300,29.1,2.77
3301,29.1,2.7713
3302,29.1,2.7725
3303,29.1,2.7725
3304,29.11,2.7737
3305,29.11,2.775
3306,29.11,2.775
3307,29.11,2.7762
3308,29.11,2.7775
3309,29.11,2.7775
3310,29.11,2.7787
3311,29.12,2.78
3312,29.12,2.78
3313,29.12,2.7812
3314,29.12,2.7825
3315,29.12,2.7825
3316,29.13,2.7837
3317,29.13,2.785
3318,29.13,2.785
3319,29.13,2.7862
3320,29.13,2.7875
3321,29.14,2.7875
3322,29.14,2.7887
3323,29.14,2.79
3324,29.14,2.79
3325,29.14,2.7912
3326,29.15,2.7925
3327,29.15,2.7925
3328,29.15,2.7938
3329,29.15,2.795
3330,29.15,2.795
3331,29.16,2.7962
3332,29.16,2.7975
3333,29.16,2.7975
3334,29.16,2.7987
3335,29.16,2.8
3336,29.16,2.8
3337,29.16,2.8012
3338,29.17,2.8025
3339,29.17,2.8025
3340,29.17,2.8038
3341,29.17,2.805
3342,29.18,2.805
3343,29.18,2.8062
3344,29.18,2.8075
3345,29.18,2.8075
3346,29.18,2.8087
3347,29.18,2.81
3348,29.19,2.81
3349,29.19,2.8112
3350,29.19,2.8125
3351,29.19,2.8125
3352,29.19,2.8138
3353,29.19,2.815
3354,29.2,2.815
3355,29.2,2.8162
3356,29.2,2.8175
3357,29.2,2.8175
3358,29.2,2.8187
3359,29.2,2.82
3360,29.2,2.82
3361,29.2,2.8212
3362,29.21,2.8225
3363,29.21,2.8225
3364,29.22,2.8238
3365,29.22,2.825
3366,29.22,2.8262
3367,29.22,2.8262
3368,29.22,2.8275
3369,29.22,2.8287
3370,29.22,2.8287
3371,29.23,2.83
3372,29.23,2.8312
3373,29.23,2.8312
3374,29.23,2.8325
3375,29.24,2.8338
3376,29.24,2.8338
3377,29.24,2.835
3378,29.24,2.8362
3379,29.24,2.8362
3380,29.24,2.8375
3381,29.24,2.8387
3382,29.25,2.8387
3383,29.25,2.84
3384,29.25,2.8412
3385,29.25,2.8412
3386,29.25,2.8425
3387,29.26,2.8438
3388,29.26,2.8438
3389,29.26,2.845
3390,29.26,2.8462
3391,29.26,2.8462
3392,29.26,2.8475
3393,29.26,2.8487
3394,29.27,2.8487
3395,29.27,2.85
3396,29.27,2.8512
3397,29.28,2.8512
3398,29.27,2.8525
3399,29.28,2.8537
3400,29.28,2.8537
3401,29.28,2.855
3402,29.28,2.8563
3403,29.28,2.8563
3404,29.28,2.8575
3405,29.29,2.8587
3406,29.29,2.8587
3407,29.29,2.86
3408,29.3,2.8612
3409,29.3,2.8612
3410,29.3,2.8625
3411,29.3,2.8637
3412,29.3,2.8637
3413,29.3,2.865
3414,29.3,2.8663
3415,29.3,2.8663
3416,29.31,2.8675
3417,29.31,2.8687
3418,29.31,2.8687
3419,29.31,2.87
3420,29.31,2.8712
3421,29.31,2.8712
3422,29.31,2.8725
3423,29.32,2.8737
3424,29.32,2.8737
3425,29.32,2.875
3426,29.33,2.8763
3427,29.33,2.8763
3428,29.33,2.8775
3429,29.33,2.8787
3430,29.33,2.8787
3431,29.33,2.88
3432,29.33,2.8812
3433,29.33,2.8812
3434,29.34,2.8825
3435,29.34,2.8837
3436,29.34,2.8837
3437,29.34,2.885
3438,29.35,2.8863
3439,29.35,2.8863
3440,29.35,2.8875
3441,29.35,2.8887
3442,29.35,2.8887
3443,29.35,2.89
3444,29.35,2.8912
3445,29.36,2.8912
3446,29.36,2.8925
3447,29.36,2.8937
3448,29.36,2.8937
3449,29.36,2.895
3450,29.37,2.8963
3451,29.37,2.8963
3452,29.37,2.8975
3453,29.37,2.8987
3454,29.37,2.8987
3455,29.38,2.9
3456,29.38,2.9012
3457,29.38,2.9012
3458,29.38,2.9025
3459,29.38,2.9037
3460,29.39,2.9037
3461,29.39,2.905
3462,29.39,2.9062
3463,29.39,2.9062
3464,29.39,2.9075
3465,29.39,2.9087
3466,29.4,2.9087
3467,29.4,2.91
3468,29.4,2.9112
3469,29.4,2.9112
3470,29.4,2.9125
3471,29.41,2.9137
3472,29.41,2.9137
3473,29.41,2.915
3474,29.41,2.9162
3475,29.41,2.9162
3476,29.42,2.9175
3477,29.42,2.9188
3478,29.42,2.9188
3479,29.42,2.92
3480,29.42,2.9212
3481,29.42,2.9212
3482,29.43,2.9225
3483,29.43,2.9225
3484,29.43,2.9237
3485,29.43,2.925
3486,29.43,2.9262
3487,29.43,2.9262
3488,29.44,2.9275
3489,29.44,2.9288
3490,29.44,2.9288
3491,29.44,2.93
3492,29.44,2.9312
3493,29.45,2.9312
3494,29.45,2.9325
3495,29.45,2.9325
3496,29.45,2.9337
3497,29.45,2.935
3498,29.46,2.9362
3499,29.46,2.9362
3500,29.46,2.9375
3501,29.46,2.9388
3502,29.46,2.9388
3503,29.47,2.94
3504,29.47,2.9412
3505,29.47,2.9412
3506,29.47,2.9425
3507,29.47,2.9437
3508,29.47,2.9437
3509,29.47,2.945
3510,29.48,2.9462
3511,29.48,2.9462
3512,29.48,2.9475
3513,29.48,2.9488
3514,29.48,2.9488
3515,29.48,2.95
3516,29.48,2.9512
3517,29.49,2.9512
3518,29.49,2.9525
3519,29.49,2.9537
3520,29.5,2.9537
3521,29.5,2.955
3522,29.5,2.9562
3523,29.5,2.9562
3524,29.5,2.9575
3525,29.5,2.9588
3526,29.5,2.9588
3527,29.5,2.96
3528,29.51,2.9612
3529,29.51,2.9612
3530,29.51,2.9625
3531,29.51,2.9637
3532,29.51,2.9637
3533,29.52,2.965
3534,29.52,2.9662
3535,29.52,2.9662
3536,29.52,2.9675
3537,29.52,2.9688
3538,29.53,2.9688
3539,29.53,2.97
3540,29.53,2.9712
3541,29.53,2.9712
3542,29.53,2.9725
3543,29.53,2.9737
3544,29.54,2.9737
3545,29.54,2.975
3546,29.54,2.9762
3547,29.54,2.9762
3548,29.54,2.9775
3549,29.55,2.9775
3550,29.55,2.9787
3551,29.54,2.98
3552,29.55,2.98
3553,29.55,2.9813
3554,29.55,2.9825
3555,29.55,2.9825
3556,29.56,2.9837
3557,29.56,2.985
3558,29.56,2.985
3559,29.56,2.9862
3560,29.57,2.9875
3561,29.57,2.9875
3562,29.57,2.9887
3563,29.57,2.99
3564,29.57,2.99
3565,29.57,2.9913
3566,29.58,2.9925
3567,29.58,2.9925
3568,29.58,2.9937
3569,29.58,2.995
3570,29.58,2.995
3571,29.58,2.9962
3572,29.59,2.9975
3573,29.59,2.9975
3574,29.59,2.9987
3575,29.59,3.0
3576,29.59,3.0
3577,29.6,3.0013
3578,29.59,3.0025
3579,29.6,3.0025
3580,29.6,3.0037
3581,29.6,3.0037
3582,29.6,3.005
3583,29.61,3.0062
3584,29.61,3.0062
3585,29.61,3.0075
3586,29.61,3.0087
3587,29.61,3.0087
3588,29.61,3.01
3589,29.62,3.0113
3590,29.62,3.0113
3591,29.62,3.0125
3592,29.62,3.0137
3593,29.62,3.0137
3594,29.63,3.015
3595,29.63,3.0162
3596,29.63,3.0162
3597,29.63,3.0175
3598,29.63,3.0187
3599,29.64,3.0187
3600,29.64,3.02
3601,29.64,3.0213
3602,29.64,3.0213
3603,29.64,3.0225
3604,29.65,3.0237
3605,29.65,3.0237
3606,29.65,3.025
3607,29.65,3.0262
3608,29.65,3.0262
3609,29.65,3.0275
3610,29.65,3.0287
3611,29.65,3.0287
3612,29.66,3.03
3613,29.66,3.0312
3614,29.66,3.0312
3615,29.67,3.0325
3616,29.66,3.0337
3617,29.67,3.0337
3618,29.67,3.035
3619,29.67,3.0362
3620,29.67,3.0362
3621,29.67,3.0375
3622,29.68,3.0387
3623,29.68,3.0387
3624,29.68,3.04
3625,29.68,3.0412
3626,29.68,3.0412
3627,29.69,3.0425
3628,29.68,3.0438
3629,29.69,3.0438
3630,29.69,3.045
3631,29.69,3.0462
3632,29.69,3.0462
3633,29.69,3.0475
3634,29.67,3.0487
3635,29.68,3.0487
3636,29.69,3.05
3637,29.69,3.0512
3638,29.7,3.0512
3639,29.7,3.0525
3640,29.71,3.0538
3641,29.71,3.0538
3642,29.72,3.055
3643,29.72,3.0562
3644,29.72,3.0562
