0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3212
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1424	  0.1744	 11.9087	  11.909	  71.245
 1425	  0.1748	 11.9175	  11.917	  71.295
 1426	  0.1744	 11.9262	  11.926	  71.345
 1427	  0.1752	 11.9338	  11.934	  71.395
 1428	  0.1752	 11.9425	  11.943	  71.445
 1429	  0.1756	 11.9513	  11.951	  71.495
 1430	  0.1752	 11.9587	  11.959	  71.545
 1431	  0.1756	 11.9675	  11.967	  71.595
 1432	  0.1760	 11.9762	  11.976	  71.645
 1433	  0.1760	 11.9837	  11.984	  71.695
 1434	  0.1760	 11.9925	  11.992	  71.745
 1435	  0.1756	 12.0012	  12.001	  71.795
 1436	  0.1756	 12.0087	  12.009	  71.845
 1437	  0.1752	 12.0175	  12.017	  71.895
 1438	  0.1760	 12.0262	  12.026	  71.945
 1439	  0.1756	 12.0337	  12.034	  71.995
 1440	  0.1760	 12.0425	  12.042	  72.045
 1441	  0.1764	 12.0512	  12.051	  72.095
 1442	  0.1764	 12.0588	  12.059	  72.145
 1443	  0.1768	 12.0675	  12.068	  72.195
 1444	  0.1764	 12.0763	  12.076	  72.245
 1445	  0.1768	 12.0837	  12.084	  72.295
 1446	  0.1776	 12.0925	  12.092	  72.345
 1447	  0.1772	 12.1012	  12.101	  72.395
 1448	  0.1772	 12.1087	  12.109	  72.445
 1449	  0.1768	 12.1175	  12.117	  72.495
 1450	  0.1772	 12.1262	  12.126	  72.545
 1451	  0.1776	 12.1337	  12.134	  72.595
 1452	  0.1772	 12.1425	  12.142	  72.645
 1453	  0.1776	 12.1512	  12.151	  72.695
 1454	  0.1772	 12.1587	  12.159	  72.745
 1455	  0.1776	 12.1675	  12.167	  72.795
 1456	  0.1772	 12.1762	  12.176	  72.845
 1457	  0.1768	 12.1850	  12.185	  72.895
 1458	  0.1776	 12.1925	  12.193	  72.945
 1459	  0.1776	 12.2013	  12.201	  72.995
 1460	  0.1780	 12.2100	  12.210	  73.045
 1461	  0.1780	 12.2175	  12.217	  73.095
 1462	  0.1776	 12.2262	  12.226	  73.145
 1463	  0.1780	 12.2350	  12.235	  73.195
 1464	  0.1772	 12.2425	  12.242	  73.245
 1465	  0.1776	 12.2512	  12.251	  73.295
 1466	  0.1780	 12.2600	  12.260	  73.345
 1467	  0.1780	 12.2675	  12.267	  73.395
 1468	  0.1784	 12.2762	  12.276	  73.445
 1469	  0.1780	 12.2850	  12.285	  73.495
 1470	  0.1784	 12.2925	  12.292	  73.545
 1471	  0.1788	 12.3012	  12.301	  73.595
 1472	  0.1784	 12.3100	  12.310	  73.645
 1473	  0.1788	 12.3187	  12.319	  73.695
 1474	  0.1792	 12.3263	  12.326	  73.745
 1475	  0.1792	 12.3350	  12.335	  73.795
 1476	  0.1792	 12.3438	  12.344	  73.845
 1477	  0.1792	 12.3512	  12.351	  73.895
 1478	  0.1796	 12.3600	  12.360	  73.945
 1479	  0.1796	 12.3687	  12.369	  73.995
 1480	  0.1792	 12.3762	  12.376	  74.045
 1481	  0.1792	 12.3850	  12.385	  74.095
 1482	  0.1800	 12.3938	  12.394	  74.145
 1483	  0.1800	 12.4025	  12.403	  74.195
 1484	  0.1796	 12.4100	  12.410	  74.245
 1485	  0.1796	 12.4187	  12.419	  74.295
 1486	  0.1800	 12.4262	  12.426	  74.345
 1487	  0.1800	 12.4338	  12.434	  74.395
 1488	  0.1804	 12.4425	  12.443	  74.445
 1489	  0.1804	 12.4513	  12.451	  74.495
 1490	  0.1800	 12.4587	  12.459	  74.545
 1491	  0.1804	 12.4675	  12.467	  74.595
 1492	  0.1808	 12.4762	  12.476	  74.645
 1493	  0.1808	 12.4837	  12.484	  74.695
 1494	  0.1812	 12.4925	  12.492	  74.745
 1495	  0.1816	 12.5012	  12.501	  74.795
 1496	  0.1812	 12.5087	  12.509	  74.845
 1497	  0.1808	 12.5175	  12.517	  74.895
 1498	  0.1808	 12.5262	  12.526	  74.945
 1499	  0.1808	 12.5337	  12.534	  74.995
 1500	  0.1816	 12.5425	  12.542	  75.045
 1501	  0.1812	 12.5512	  12.551	  75.095
 1502	  0.1816	 12.5588	  12.559	  75.145
 1503	  0.1816	 12.5675	  12.568	  75.195
 1504	  0.1812	 12.5763	  12.576	  75.245
 1505	  0.1812	 12.5850	  12.585	  75.295
 1506	  0.1816	 12.5925	  12.592	  75.345
 1507	  0.1816	 12.6012	  12.601	  75.395
 1508	  0.1816	 12.6100	  12.610	  75.445
 1509	  0.1820	 12.6187	  12.619	  75.495
 1510	  0.1816	 12.6262	  12.626	  75.545
 1511	  0.1824	 12.6350	  12.635	  75.595
 1512	  0.1824	 12.6438	  12.644	  75.645
 1513	  0.1820	 12.6512	  12.651	  75.695
 1514	  0.1824	 12.6600	  12.660	  75.745
 1515	  0.1832	 12.6687	  12.669	  75.795
 1516	  0.1832	 12.6762	  12.676	  75.845
 1517	  0.1828	 12.6850	  12.685	  75.895
 1518	  0.1828	 12.6937	  12.694	  75.945
 1519	  0.1832	 12.7013	  12.701	  75.995
 1520	  0.1828	 12.7100	  12.710	  76.045
 1521	  0.1832	 12.7188	  12.719	  76.095
 1522	  0.1828	 12.7262	  12.726	  76.145
 1523	  0.1832	 12.7350	  12.735	  76.195
 1524	  0.1828	 12.7437	  12.744	  76.245
 1525	  0.1828	 12.7525	  12.752	  76.295
 1526	  0.1828	 12.7600	  12.760	  76.345
 1527	  0.1832	 12.7688	  12.769	  76.395
 1528	  0.1832	 12.7775	  12.778	  76.445
 1529	  0.1836	 12.7850	  12.785	  76.495
 1530	  0.1828	 12.7937	  12.794	  76.545
 1531	  0.1832	 12.8025	  12.802	  76.595
 1532	  0.1828	 12.8100	  12.810	  76.645
 1533	  0.1836	 12.8187	  12.819	  76.695
 1534	  0.1836	 12.8275	  12.827	  76.745
 1535	  0.1840	 12.8350	  12.835	  76.795
 1536	  0.1840	 12.8438	  12.844	  76.845
 1537	  0.1840	 12.8525	  12.852	  76.895
 1538	  0.1840	 12.8600	  12.860	  76.945
 1539	  0.1844	 12.8687	  12.869	  76.995
 1540	  0.1840	 12.8775	  12.877	  77.045
 1541	  0.1844	 12.8862	  12.886	  77.095
 1542	  0.1844	 12.8937	  12.894	  77.145
 1543	  0.1848	 12.9025	  12.903	  77.195
 1544	  0.1852	 12.9113	  12.911	  77.245
 1545	  0.1844	 12.9187	  12.919	  77.295
 1546	  0.1844	 12.9275	  12.927	  77.345
 1547	  0.1848	 12.9362	  12.936	  77.395
 1548	  0.1852	 12.9437	  12.944	  77.445
 1549	  0.1848	 12.9525	  12.952	  77.495
 1550	  0.1848	 12.9612	  12.961	  77.545
 1551	  0.1848	 12.9688	  12.969	  77.595
 1552	  0.1848	 12.9775	  12.977	  77.645
 1553	  0.1848	 12.9862	  12.986	  77.695
 1554	  0.1852	 12.9937	  12.994	  77.745
 1555	  0.1852	 13.0025	  13.002	  77.795
 1556	  0.1852	 13.0112	  13.011	  77.845
 1557	  0.1844	 13.0200	  13.020	  77.895
 1558	  0.1852	 13.0275	  13.028	  77.945
 1559	  0.1852	 13.0363	  13.036	  77.995
 1560	  0.1856	 13.0450	  13.045	  78.045
 1561	  0.1856	 13.0525	  13.052	  78.095
 1562	  0.1848	 13.0612	  13.061	  78.145
 1563	  0.1852	 13.0700	  13.070	  78.195
 1564	  0.1852	 13.0775	  13.077	  78.245
 1565	  0.1852	 13.0862	  13.086	  78.295
 1566	  0.1852	 13.0950	  13.095	  78.345
 1567	  0.1852	 13.1037	  13.104	  78.395
 1568	  0.1852	 13.1112	  13.111	  78.445
 1569	  0.1856	 13.1200	  13.120	  78.495
 1570	  0.1856	 13.1287	  13.129	  78.545
 1571	  0.1852	 13.1362	  13.136	  78.595
 1572	  0.1852	 13.1450	  13.145	  78.645
 1573	  0.1864	 13.1537	  13.154	  78.695
 1574	  0.1856	 13.1625	  13.162	  78.745
 1575	  0.1864	 13.1700	  13.170	  78.795
 1576	  0.1856	 13.1788	  13.179	  78.845
 1577	  0.1856	 13.1875	  13.188	  78.895
 1578	  0.1856	 13.1950	  13.195	  78.945
 1579	  0.1856	 13.2037	  13.204	  78.995
 1580	  0.1852	 13.2125	  13.212	  79.045
 1581	  0.1856	 13.2200	  13.220	  79.095
 1582	  0.1860	 13.2287	  13.229	  79.145
 1583	  0.1864	 13.2375	  13.237	  79.195
 1584	  0.1872	 13.2450	  13.245	  79.245
 1585	  0.1864	 13.2537	  13.254	  79.295
 1586	  0.1868	 13.2625	  13.262	  79.345
 1587	  0.1872	 13.2700	  13.270	  79.395
 1588	  0.1864	 13.2787	  13.279	  79.445
 1589	  0.1864	 13.2875	  13.287	  79.495
 1590	  0.1868	 13.2962	  13.296	  79.545
 1591	  0.1864	 13.3038	  13.304	  79.595
 1592	  0.1864	 13.3125	  13.312	  79.645
 1593	  0.1860	 13.3212	  13.321	  79.695
 1594	  0.1868	 13.3300	  13.330	  79.745
 1595	  0.1864	 13.3375	  13.337	  79.795
 1596	  0.1864	 13.3462	  13.346	  79.845
 1597	  0.1876	 13.3550	  13.355	  79.895
 1598	  0.1868	 13.3637	  13.364	  79.945
 1599	  0.1872	 13.3713	  13.371	  79.995
 1600	  0.1876	 13.3800	  13.380	  80.045
 1601	  0.1872	 13.3888	  13.389	  80.095
 1602	  0.1872	 13.3962	  13.396	  80.145
 1603	  0.1876	 13.4050	  13.405	  80.195
 1604	  0.1880	 13.4137	  13.414	  80.245
 1605	  0.1880	 13.4225	  13.422	  80.295
 1606	  0.1872	 13.4300	  13.430	  80.345
 1607	  0.1880	 13.4387	  13.439	  80.395
 1608	  0.1876	 13.4475	  13.447	  80.445
 1609	  0.1876	 13.4550	  13.455	  80.495
 1610	  0.1880	 13.4637	  13.464	  80.545
 1611	  0.1880	 13.4725	  13.472	  80.595
 1612	  0.1876	 13.4800	  13.480	  80.645
 1613	  0.1880	 13.4887	  13.489	  80.695
 1614	  0.1884	 13.4975	  13.497	  80.745
 1615	  0.1880	 13.5050	  13.505	  80.795
 1616	  0.1880	 13.5138	  13.514	  80.845
 1617	  0.1880	 13.5225	  13.523	  80.895
 1618	  0.1888	 13.5312	  13.531	  80.945
 1619	  0.1888	 13.5387	  13.539	  80.995
 1620	  0.1888	 13.5475	  13.547	  81.045
 1621	  0.1884	 13.5562	  13.556	  81.095
 1622	  0.1884	 13.5637	  13.564	  81.145
 1623	  0.1888	 13.5725	  13.572	  81.195
 1624	  0.1888	 13.5812	  13.581	  81.245
 1625	  0.1892	 13.5900	  13.590	  81.295
 1626	  0.1892	 13.5975	  13.597	  81.345
 1627	  0.1892	 13.6062	  13.606	  81.395
 1628	  0.1888	 13.6150	  13.615	  81.445
 1629	  0.1888	 13.6225	  13.622	  81.495
 1630	  0.1888	 13.6312	  13.631	  81.545
 1631	  0.1884	 13.6400	  13.640	  81.595
 1632	  0.1892	 13.6475	  13.648	  81.645
 1633	  0.1892	 13.6562	  13.656	  81.695
 1634	  0.1888	 13.6650	  13.665	  81.745
 1635	  0.1892	 13.6737	  13.674	  81.795
 1636	  0.1888	 13.6812	  13.681	  81.845
 1637	  0.1892	 13.6900	  13.690	  81.895
 1638	  0.1896	 13.6987	  13.699	  81.945
 1639	  0.1892	 13.7075	  13.707	  81.995
 1640	  0.1896	 13.7150	  13.715	  82.045
 1641	  0.1896	 13.7238	  13.724	  82.095
 1642	  0.1892	 13.7325	  13.733	  82.145
 1643	  0.1896	 13.7400	  13.740	  82.195
 1644	  0.1900	 13.7487	  13.749	  82.245
 1645	  0.1896	 13.7575	  13.757	  82.295
 1646	  0.1896	 13.7650	  13.765	  82.345
 1647	  0.1896	 13.7737	  13.774	  82.395
 1648	  0.1896	 13.7825	  13.782	  82.445
 1649	  0.1900	 13.7900	  13.790	  82.495
 1650	  0.1904	 13.7987	  13.799	  82.545
 1651	  0.1908	 13.8075	  13.807	  82.595
 1652	  0.1904	 13.8150	  13.815	  82.645
 1653	  0.1904	 13.8237	  13.824	  82.695
 1654	  0.1912	 13.8325	  13.832	  82.745
 1655	  0.1912	 13.8412	  13.841	  82.795
 1656	  0.1900	 13.8488	  13.849	  82.845
 1657	  0.1912	 13.8575	  13.858	  82.895
 1658	  0.1908	 13.8663	  13.866	  82.945
 1659	  0.1904	 13.8737	  13.874	  82.995
 1660	  0.1908	 13.8825	  13.882	  83.045
 1661	  0.1916	 13.8912	  13.891	  83.095
 1662	  0.1912	 13.9000	  13.900	  83.145
 1663	  0.1912	 13.9075	  13.907	  83.195
 1664	  0.1908	 13.9162	  13.916	  83.245
 1665	  0.1912	 13.9250	  13.925	  83.295
 1666	  0.1908	 13.9325	  13.932	  83.345
 1667	  0.1916	 13.9412	  13.941	  83.395
 1668	  0.1916	 13.9500	  13.950	  83.445
 1669	  0.1916	 13.9575	  13.957	  83.495
 1670	  0.1916	 13.9662	  13.966	  83.545
 1671	  0.1920	 13.9750	  13.975	  83.595
 1672	  0.1924	 13.9825	  13.983	  83.645
 1673	  0.1916	 13.9913	  13.991	  83.695
 1674	  0.1924	 14.0000	  14.000	  83.745
 1675	  0.1924	 14.0087	  14.009	  83.795
 1676	  0.1924	 14.0162	  14.016	  83.845
 1677	  0.1920	 14.0250	  14.025	  83.895
 1678	  0.1924	 14.0337	  14.034	  83.945
 1679	  0.1928	 14.0412	  14.041	  83.995
 1680	  0.1924	 14.0500	  14.050	  84.045
 1681	  0.1928	 14.0588	  14.059	  84.095
 1682	  0.1928	 14.0662	  14.066	  84.145
 1683	  0.1928	 14.0750	  14.075	  84.195
 1684	  0.1924	 14.0837	  14.084	  84.245
 1685	  0.1924	 14.0912	  14.091	  84.295
 1686	  0.1924	 14.1000	  14.100	  84.345
 1687	  0.1928	 14.1087	  14.109	  84.395
 1688	  0.1924	 14.1163	  14.116	  84.445
 1689	  0.1924	 14.1250	  14.125	  84.495
 1690	  0.1928	 14.1337	  14.134	  84.545
 1691	  0.1932	 14.1425	  14.142	  84.595
 1692	  0.1932	 14.1500	  14.150	  84.645
 1693	  0.1936	 14.1587	  14.159	  84.695
 1694	  0.1940	 14.1675	  14.167	  84.745
 1695	  0.1940	 14.1750	  14.175	  84.795
 1696	  0.1936	 14.1838	  14.184	  84.845
 1697	  0.1940	 14.1925	  14.193	  84.895
 1698	  0.1940	 14.2000	  14.200	  84.945
 1699	  0.1940	 14.2087	  14.209	  84.995
 1700	  0.1940	 14.2175	  14.217	  85.045
 1701	  0.1944	 14.2250	  14.225	  85.095
 1702	  0.1940	 14.2337	  14.234	  85.145
 1703	  0.1940	 14.2425	  14.242	  85.195
 1704	  0.1940	 14.2500	  14.250	  85.245
 1705	  0.1944	 14.2587	  14.259	  85.295
 1706	  0.1940	 14.2675	  14.267	  85.345
 1707	  0.1944	 14.2762	  14.276	  85.395
 1708	  0.1944	 14.2837	  14.284	  85.445
 1709	  0.1944	 14.2925	  14.292	  85.495
 1710	  0.1940	 14.3012	  14.301	  85.545
 1711	  0.1944	 14.3088	  14.309	  85.595
 1712	  0.1948	 14.3175	  14.318	  85.645
 1713	  0.1940	 14.3263	  14.326	  85.695
 1714	  0.1940	 14.3337	  14.334	  85.745
 1715	  0.1940	 14.3425	  14.342	  85.795
 1716	  0.1944	 14.3512	  14.351	  85.845
 1717	  0.1944	 14.3587	  14.359	  85.895
 1718	  0.1948	 14.3675	  14.367	  85.945
 1719	  0.1956	 14.3762	  14.376	  85.995
 1720	  0.1952	 14.3837	  14.384	  86.045
 1721	  0.1944	 14.3925	  14.392	  86.095
 1722	  0.1956	 14.4012	  14.401	  86.145
 1723	  0.1956	 14.4100	  14.410	  86.195
 1724	  0.1952	 14.4175	  14.417	  86.245
 1725	  0.1948	 14.4262	  14.426	  86.295
 1726	  0.1944	 14.4350	  14.435	  86.345
 1727	  0.1948	 14.4425	  14.443	  86.395
 1728	  0.1948	 14.4513	  14.451	  86.445
 1729	  0.1940	 14.4600	  14.460	  86.495
 1730	  0.1944	 14.4675	  14.467	  86.545
 1731	  0.1944	 14.4762	  14.476	  86.595
 1732	  0.1960	 14.4850	  14.485	  86.645
 1733	  0.1956	 14.4937	  14.494	  86.695
 1734	  0.1952	 14.5012	  14.501	  86.745
 1735	  0.1952	 14.5100	  14.510	  86.795
 1736	  0.1956	 14.5175	  14.517	  86.845
 1737	  0.1960	 14.5262	  14.526	  86.895
 1738	  0.1960	 14.5350	  14.535	  86.945
 1739	  0.1956	 14.5437	  14.544	  86.995
 1740	  0.1956	 14.5512	  14.551	  87.045
 1741	  0.1960	 14.5600	  14.560	  87.095
 1742	  0.1960	 14.5687	  14.569	  87.145
 1743	  0.1964	 14.5763	  14.576	  87.195
 1744	  0.1964	 14.5850	  14.585	  87.245
 1745	  0.1956	 14.5938	  14.594	  87.295
 1746	  0.1960	 14.6012	  14.601	  87.345
 1747	  0.1956	 14.6100	  14.610	  87.395
 1748	  0.1956	 14.6187	  14.619	  87.445
 1749	  0.1956	 14.6262	  14.626	  87.495
 1750	  0.1956	 14.6350	  14.635	  87.545
 1751	  0.1956	 14.6437	  14.644	  87.595
 1752	  0.1968	 14.6512	  14.651	  87.645
 1753	  0.1964	 14.6600	  14.660	  87.695
 1754	  0.1968	 14.6687	  14.669	  87.745
 1755	  0.1968	 14.6775	  14.677	  87.795
 1756	  0.1968	 14.6850	  14.685	  87.845
 1757	  0.1968	 14.6937	  14.694	  87.895
 1758	  0.1972	 14.7025	  14.702	  87.945
 1759	  0.1968	 14.7112	  14.711	  87.995
 1760	  0.1972	 14.7188	  14.719	  88.045
 1761	  0.1968	 14.7275	  14.727	  88.095
 1762	  0.1972	 14.7362	  14.736	  88.145
 1763	  0.1972	 14.7437	  14.744	  88.195
 1764	  0.1972	 14.7525	  14.752	  88.245
 1765	  0.1976	 14.7612	  14.761	  88.295
 1766	  0.1976	 14.7687	  14.769	  88.345
 1767	  0.1984	 14.7775	  14.777	  88.395
 1768	  0.1984	 14.7863	  14.786	  88.445
 1769	  0.1984	 14.7937	  14.794	  88.495
 1770	  0.1980	 14.8025	  14.802	  88.545
 1771	  0.1980	 14.8112	  14.811	  88.595
 1772	  0.1976	 14.8187	  14.819	  88.645
 1773	  0.1980	 14.8275	  14.827	  88.695
 1774	  0.1980	 14.8362	  14.836	  88.745
 1775	  0.1988	 14.8438	  14.844	  88.795
 1776	  0.1984	 14.8525	  14.852	  88.845
 1777	  0.1988	 14.8612	  14.861	  88.895
 1778	  0.1984	 14.8700	  14.870	  88.945
 1779	  0.1980	 14.8775	  14.877	  88.995
 1780	  0.1980	 14.8862	  14.886	  89.045
 1781	  0.1984	 14.8937	  14.894	  89.095
 1782	  0.1988	 14.9025	  14.902	  89.145
 1783	  0.1980	 14.9113	  14.911	  89.195
 1784	  0.1980	 14.9200	  14.920	  89.245
 1785	  0.1976	 14.9275	  14.927	  89.295
 1786	  0.1984	 14.9362	  14.936	  89.345
 1787	  0.1980	 14.9450	  14.945	  89.395
 1788	  0.1976	 14.9537	  14.954	  89.445
 1789	  0.1980	 14.9612	  14.961	  89.495
 1790	  0.1984	 14.9700	  14.970	  89.545
 1791	  0.1988	 14.9775	  14.977	  89.595
 1792	  0.1988	 14.9862	  14.986	  89.645
 1793	  0.1992	 14.9950	  14.995	  89.695
 1794	  0.1992	 15.0037	  15.004	  89.745
 1795	  0.1996	 15.0112	  15.011	  89.795
 1796	  0.1992	 15.0200	  15.020	  89.845
 1797	  0.1988	 15.0275	  15.027	  89.895
 1798	  0.1992	 15.0363	  15.036	  89.945
 1799	  0.1996	 15.0450	  15.045	  89.995
 1800	  0.2000	 15.0525	  15.052	  90.045
 1801	  0.1996	 15.0612	  15.061	  90.095
 1802	  0.1992	 15.0700	  15.070	  90.145
 1803	  0.2000	 15.0787	  15.079	  90.195
 1804	  0.1996	 15.0862	  15.086	  90.245
 1805	  0.2000	 15.0950	  15.095	  90.295
 1806	  0.2000	 15.1037	  15.104	  90.345
 1807	  0.2000	 15.1112	  15.111	  90.395
 1808	  0.1996	 15.1200	  15.120	  90.445
 1809	  0.1996	 15.1287	  15.129	  90.495
 1810	  0.1996	 15.1362	  15.136	  90.545
 1811	  0.2000	 15.1450	  15.145	  90.595
 1812	  0.1996	 15.1537	  15.154	  90.645
 1813	  0.1996	 15.1613	  15.161	  90.695
 1814	  0.2000	 15.1700	  15.170	  90.745
 1815	  0.2000	 15.1788	  15.179	  90.795
 1816	  0.2004	 15.1862	  15.186	  90.845
 1817	  0.2004	 15.1950	  15.195	  90.895
 1818	  0.2008	 15.2037	  15.204	  90.945
 1819	  0.2004	 15.2112	  15.211	  90.995
 1820	  0.2000	 15.2200	  15.220	  91.045
 1821	  0.2008	 15.2287	  15.229	  91.095
 1822	  0.2012	 15.2375	  15.237	  91.145
 1823	  0.2012	 15.2450	  15.245	  91.195
 1824	  0.2008	 15.2537	  15.254	  91.245
 1825	  0.2008	 15.2625	  15.262	  91.295
 1826	  0.2012	 15.2700	  15.270	  91.345
 1827	  0.2008	 15.2787	  15.279	  91.395
 1828	  0.2004	 15.2875	  15.287	  91.445
 1829	  0.2008	 15.2950	  15.295	  91.495
 1830	  0.2012	 15.3038	  15.304	  91.545
 1831	  0.2016	 15.3125	  15.312	  91.595
 1832	  0.2016	 15.3200	  15.320	  91.645
 1833	  0.2012	 15.3287	  15.329	  91.695
 1834	  0.2012	 15.3375	  15.337	  91.745
 1835	  0.2020	 15.3450	  15.345	  91.795
 1836	  0.2020	 15.3537	  15.354	  91.845
 1837	  0.2012	 15.3625	  15.362	  91.895
 1838	  0.2016	 15.3700	  15.370	  91.945
 1839	  0.2016	 15.3787	  15.379	  91.995
 1840	  0.2012	 15.3875	  15.387	  92.045
 1841	  0.2012	 15.3950	  15.395	  92.095
 1842	  0.2016	 15.4037	  15.404	  92.145
 1843	  0.2016	 15.4125	  15.412	  92.195
 1844	  0.2016	 15.4212	  15.421	  92.245
 1845	  0.2016	 15.4288	  15.429	  92.295
 1846	  0.2020	 15.4375	  15.438	  92.345
 1847	  0.2020	 15.4450	  15.445	  92.395
 1848	  0.2024	 15.4537	  15.454	  92.445
 1849	  0.2020	 15.4625	  15.462	  92.495
 1850	  0.2016	 15.4700	  15.470	  92.545
 1851	  0.2024	 15.4787	  15.479	  92.595
 1852	  0.2016	 15.4875	  15.487	  92.645
 1853	  0.2016	 15.4962	  15.496	  92.695
 1854	  0.2016	 15.5037	  15.504	  92.745
 1855	  0.2024	 15.5125	  15.512	  92.795
 1856	  0.2016	 15.5212	  15.521	  92.845
 1857	  0.2016	 15.5300	  15.530	  92.895
 1858	  0.2020	 15.5375	  15.537	  92.945
 1859	  0.2016	 15.5462	  15.546	  92.995
 1860	  0.2024	 15.5550	  15.555	  93.045
 1861	  0.2028	 15.5625	  15.562	  93.095
 1862	  0.2028	 15.5712	  15.571	  93.145
 1863	  0.2028	 15.5800	  15.580	  93.195
 1864	  0.2024	 15.5875	  15.587	  93.245
 1865	  0.2024	 15.5962	  15.596	  93.295
 1866	  0.2024	 15.6037	  15.604	  93.345
 1867	  0.2024	 15.6125	  15.612	  93.395
 1868	  0.2024	 15.6212	  15.621	  93.445
 1869	  0.2020	 15.6287	  15.629	  93.495
 1870	  0.2028	 15.6375	  15.637	  93.545
 1871	  0.2028	 15.6462	  15.646	  93.595
 1872	  0.2024	 15.6537	  15.654	  93.645
 1873	  0.2028	 15.6625	  15.662	  93.695
 1874	  0.2024	 15.6712	  15.671	  93.745
 1875	  0.2024	 15.6800	  15.680	  93.795
 1876	  0.2024	 15.6875	  15.688	  93.845
 1877	  0.2024	 15.6962	  15.696	  93.895
 1878	  0.2024	 15.7050	  15.705	  93.945
 1879	  0.2024	 15.7137	  15.714	  93.995
 1880	  0.2020	 15.7212	  15.721	  94.045
 1881	  0.2020	 15.7300	  15.730	  94.095
 1882	  0.2028	 15.7375	  15.737	  94.145
 1883	  0.2024	 15.7462	  15.746	  94.195
 1884	  0.2032	 15.7550	  15.755	  94.245
 1885	  0.2028	 15.7625	  15.762	  94.295
 1886	  0.2032	 15.7712	  15.771	  94.345
 1887	  0.2036	 15.7800	  15.780	  94.395
 1888	  0.2040	 15.7887	  15.789	  94.445
 1889	  0.2032	 15.7962	  15.796	  94.495
 1890	  0.2028	 15.8050	  15.805	  94.545
 1891	  0.2032	 15.8137	  15.814	  94.595
 1892	  0.2036	 15.8212	  15.821	  94.645
 1893	  0.2036	 15.8300	  15.830	  94.695
 1894	  0.2040	 15.8387	  15.839	  94.745
 1895	  0.2036	 15.8462	  15.846	  94.795
 1896	  0.2036	 15.8550	  15.855	  94.845
 1897	  0.2036	 15.8637	  15.864	  94.895
 1898	  0.2040	 15.8712	  15.871	  94.945
 1899	  0.2040	 15.8800	  15.880	  94.995
 1900	  0.2044	 15.8875	  15.887	  95.045
 1901	  0.2040	 15.8962	  15.896	  95.095
 1902	  0.2040	 15.9050	  15.905	  95.145
 1903	  0.2040	 15.9137	  15.914	  95.195
 1904	  0.2040	 15.9212	  15.921	  95.245
 1905	  0.2040	 15.9300	  15.930	  95.295
 1906	  0.2044	 15.9387	  15.939	  95.345
 1907	  0.2044	 15.9462	  15.946	  95.395
 1908	  0.2032	 15.9550	  15.955	  95.445
 1909	  0.2040	 15.9637	  15.964	  95.495
 1910	  0.2040	 15.9725	  15.972	  95.545
 1911	  0.2044	 15.9800	  15.980	  95.595
 1912	  0.2036	 15.9887	  15.989	  95.645
 1913	  0.2032	 15.9975	  15.997	  95.695
 1914	  0.2040	 16.0050	  16.005	  95.745
 1915	  0.2040	 16.0138	  16.014	  95.795
 1916	  0.2040	 16.0225	  16.022	  95.845
 1917	  0.2044	 16.0300	  16.030	  95.895
 1918	  0.2040	 16.0387	  16.039	  95.945
 1919	  0.2044	 16.0475	  16.047	  95.995
 1920	  0.2044	 16.0550	  16.055	  96.045
 1921	  0.2044	 16.0637	  16.064	  96.095
 1922	  0.2048	 16.0725	  16.073	  96.145
 1923	  0.2044	 16.0812	  16.081	  96.195
 1924	  0.2052	 16.0887	  16.089	  96.245
 1925	  0.2056	 16.0975	  16.097	  96.295
 1926	  0.2052	 16.1062	  16.106	  96.345
 1927	  0.2048	 16.1138	  16.114	  96.395
 1928	  0.2044	 16.1225	  16.122	  96.445
 1929	  0.2052	 16.1300	  16.130	  96.495
 1930	  0.2056	 16.1388	  16.139	  96.545
 1931	  0.2052	 16.1475	  16.147	  96.595
 1932	  0.2048	 16.1550	  16.155	  96.645
 1933	  0.2052	 16.1637	  16.164	  96.695
 1934	  0.2056	 16.1725	  16.172	  96.745
 1935	  0.2056	 16.1800	  16.180	  96.795
 1936	  0.2060	 16.1887	  16.189	  96.845
 1937	  0.2056	 16.1975	  16.198	  96.895
 1938	  0.2060	 16.2062	  16.206	  96.945
 1939	  0.2056	 16.2137	  16.214	  96.995
 1940	  0.2060	 16.2225	  16.222	  97.045
 1941	  0.2056	 16.2312	  16.231	  97.095
 1942	  0.2056	 16.2388	  16.239	  97.145
 1943	  0.2056	 16.2475	  16.247	  97.195
 1944	  0.2052	 16.2563	  16.256	  97.245
 1945	  0.2048	 16.2638	  16.264	  97.295
 1946	  0.2064	 16.2725	  16.272	  97.345
 1947	  0.2064	 16.2812	  16.281	  97.395
 1948	  0.2064	 16.2887	  16.289	  97.445
 1949	  0.2064	 16.2975	  16.297	  97.495
 1950	  0.2064	 16.3062	  16.306	  97.545
 1951	  0.2060	 16.3137	  16.314	  97.595
 1952	  0.2064	 16.3225	  16.323	  97.645
 1953	  0.2064	 16.3312	  16.331	  97.695
 1954	  0.2064	 16.3387	  16.339	  97.745
 1955	  0.2064	 16.3475	  16.347	  97.795
 1956	  0.2064	 16.3562	  16.356	  97.845
 1957	  0.2064	 16.3638	  16.364	  97.895
