0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	5987
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 1477	  0.2216	 12.3475	  12.347	  73.895
 1478	  0.2224	 12.3562	  12.356	  73.945
 1479	  0.2232	 12.3650	  12.365	  73.995
 1480	  0.2232	 12.3725	  12.372	  74.045
 1481	  0.2232	 12.3812	  12.381	  74.095
 1482	  0.2232	 12.3900	  12.390	  74.145
 1483	  0.2228	 12.3975	  12.398	  74.195
 1484	  0.2232	 12.4062	  12.406	  74.245
 1485	  0.2232	 12.4137	  12.414	  74.295
 1486	  0.2232	 12.4225	  12.422	  74.345
 1487	  0.2232	 12.4312	  12.431	  74.395
 1488	  0.2240	 12.4387	  12.439	  74.445
 1489	  0.2236	 12.4475	  12.447	  74.495
 1490	  0.2232	 12.4563	  12.456	  74.545
 1491	  0.2232	 12.4650	  12.465	  74.595
 1492	  0.2240	 12.4725	  12.472	  74.645
 1493	  0.2240	 12.4812	  12.481	  74.695
 1494	  0.2244	 12.4900	  12.490	  74.745
 1495	  0.2244	 12.4975	  12.497	  74.795
 1496	  0.2240	 12.5062	  12.506	  74.845
 1497	  0.2244	 12.5150	  12.515	  74.895
 1498	  0.2244	 12.5225	  12.523	  74.945
 1499	  0.2248	 12.5312	  12.531	  74.995
 1500	  0.2256	 12.5400	  12.540	  75.045
 1501	  0.2256	 12.5475	  12.547	  75.095
 1502	  0.2252	 12.5562	  12.556	  75.145
 1503	  0.2256	 12.5637	  12.564	  75.195
 1504	  0.2260	 12.5725	  12.572	  75.245
 1505	  0.2268	 12.5813	  12.581	  75.295
 1506	  0.2268	 12.5900	  12.590	  75.345
 1507	  0.2268	 12.5975	  12.597	  75.395
 1508	  0.2264	 12.6062	  12.606	  75.445
 1509	  0.2264	 12.6137	  12.614	  75.495
 1510	  0.2264	 12.6225	  12.622	  75.545
 1511	  0.2272	 12.6312	  12.631	  75.595
 1512	  0.2272	 12.6388	  12.639	  75.645
 1513	  0.2272	 12.6475	  12.648	  75.695
 1514	  0.2276	 12.6562	  12.656	  75.745
 1515	  0.2276	 12.6650	  12.665	  75.795
 1516	  0.2280	 12.6725	  12.672	  75.845
 1517	  0.2280	 12.6812	  12.681	  75.895
 1518	  0.2288	 12.6887	  12.689	  75.945
 1519	  0.2284	 12.6975	  12.697	  75.995
 1520	  0.2272	 12.7063	  12.706	  76.045
 1521	  0.2276	 12.7137	  12.714	  76.095
 1522	  0.2280	 12.7225	  12.722	  76.145
 1523	  0.2284	 12.7312	  12.731	  76.195
 1524	  0.2288	 12.7387	  12.739	  76.245
 1525	  0.2288	 12.7475	  12.747	  76.295
 1526	  0.2292	 12.7562	  12.756	  76.345
 1527	  0.2296	 12.7650	  12.765	  76.395
 1528	  0.2288	 12.7725	  12.773	  76.445
 1529	  0.2300	 12.7812	  12.781	  76.495
 1530	  0.2300	 12.7900	  12.790	  76.545
 1531	  0.2304	 12.7975	  12.797	  76.595
 1532	  0.2304	 12.8062	  12.806	  76.645
 1533	  0.2304	 12.8150	  12.815	  76.695
 1534	  0.2304	 12.8225	  12.822	  76.745
 1535	  0.2308	 12.8312	  12.831	  76.795
 1536	  0.2300	 12.8400	  12.840	  76.845
 1537	  0.2304	 12.8475	  12.847	  76.895
 1538	  0.2304	 12.8562	  12.856	  76.945
 1539	  0.2300	 12.8650	  12.865	  76.995
 1540	  0.2304	 12.8737	  12.874	  77.045
 1541	  0.2312	 12.8812	  12.881	  77.095
 1542	  0.2308	 12.8900	  12.890	  77.145
 1543	  0.2312	 12.8987	  12.899	  77.195
 1544	  0.2316	 12.9062	  12.906	  77.245
 1545	  0.2312	 12.9150	  12.915	  77.295
 1546	  0.2316	 12.9237	  12.924	  77.345
 1547	  0.2316	 12.9312	  12.931	  77.395
 1548	  0.2312	 12.9400	  12.940	  77.445
 1549	  0.2316	 12.9487	  12.949	  77.495
 1550	  0.2328	 12.9562	  12.956	  77.545
 1551	  0.2324	 12.9650	  12.965	  77.595
 1552	  0.2324	 12.9738	  12.974	  77.645
 1553	  0.2328	 12.9812	  12.981	  77.695
 1554	  0.2328	 12.9900	  12.990	  77.745
 1555	  0.2332	 12.9987	  12.999	  77.795
 1556	  0.2340	 13.0075	  13.007	  77.845
 1557	  0.2332	 13.0150	  13.015	  77.895
 1558	  0.2328	 13.0237	  13.024	  77.945
 1559	  0.2332	 13.0325	  13.032	  77.995
 1560	  0.2336	 13.0412	  13.041	  78.045
 1561	  0.2336	 13.0487	  13.049	  78.095
 1562	  0.2336	 13.0575	  13.057	  78.145
 1563	  0.2340	 13.0662	  13.066	  78.195
 1564	  0.2340	 13.0737	  13.074	  78.245
 1565	  0.2340	 13.0825	  13.082	  78.295
 1566	  0.2336	 13.0912	  13.091	  78.345
 1567	  0.2336	 13.0988	  13.099	  78.395
 1568	  0.2340	 13.1075	  13.108	  78.445
 1569	  0.2344	 13.1163	  13.116	  78.495
 1570	  0.2344	 13.1237	  13.124	  78.545
 1571	  0.2344	 13.1325	  13.132	  78.595
 1572	  0.2348	 13.1412	  13.141	  78.645
 1573	  0.2352	 13.1500	  13.150	  78.695
 1574	  0.2352	 13.1575	  13.157	  78.745
 1575	  0.2360	 13.1662	  13.166	  78.795
 1576	  0.2356	 13.1750	  13.175	  78.845
 1577	  0.2360	 13.1825	  13.182	  78.895
 1578	  0.2356	 13.1912	  13.191	  78.945
 1579	  0.2364	 13.2000	  13.200	  78.995
 1580	  0.2364	 13.2087	  13.209	  79.045
 1581	  0.2372	 13.2162	  13.216	  79.095
 1582	  0.2364	 13.2250	  13.225	  79.145
 1583	  0.2364	 13.2325	  13.233	  79.195
 1584	  0.2368	 13.2413	  13.241	  79.245
 1585	  0.2372	 13.2500	  13.250	  79.295
 1586	  0.2372	 13.2587	  13.259	  79.345
 1587	  0.2372	 13.2662	  13.266	  79.395
 1588	  0.2376	 13.2750	  13.275	  79.445
 1589	  0.2380	 13.2837	  13.284	  79.495
 1590	  0.2376	 13.2925	  13.292	  79.545
 1591	  0.2384	 13.3000	  13.300	  79.595
 1592	  0.2384	 13.3088	  13.309	  79.645
 1593	  0.2388	 13.3175	  13.318	  79.695
 1594	  0.2380	 13.3250	  13.325	  79.745
 1595	  0.2384	 13.3337	  13.334	  79.795
 1596	  0.2388	 13.3425	  13.342	  79.845
 1597	  0.2392	 13.3512	  13.351	  79.895
 1598	  0.2392	 13.3587	  13.359	  79.945
 1599	  0.2392	 13.3675	  13.367	  79.995
 1600	  0.2392	 13.3762	  13.376	  80.045
 1601	  0.2396	 13.3837	  13.384	  80.095
 1602	  0.2396	 13.3925	  13.392	  80.145
 1603	  0.2400	 13.4012	  13.401	  80.195
 1604	  0.2400	 13.4087	  13.409	  80.245
 1605	  0.2400	 13.4175	  13.417	  80.295
 1606	  0.2408	 13.4262	  13.426	  80.345
 1607	  0.2408	 13.4350	  13.435	  80.395
 1608	  0.2412	 13.4425	  13.443	  80.445
 1609	  0.2412	 13.4513	  13.451	  80.495
 1610	  0.2412	 13.4600	  13.460	  80.545
 1611	  0.2404	 13.4675	  13.467	  80.595
 1612	  0.2412	 13.4762	  13.476	  80.645
 1613	  0.2412	 13.4850	  13.485	  80.695
 1614	  0.2412	 13.4925	  13.492	  80.745
 1615	  0.2416	 13.5012	  13.501	  80.795
 1616	  0.2416	 13.5100	  13.510	  80.845
 1617	  0.2420	 13.5175	  13.517	  80.895
 1618	  0.2424	 13.5262	  13.526	  80.945
 1619	  0.2424	 13.5350	  13.535	  80.995
 1620	  0.2420	 13.5437	  13.544	  81.045
 1621	  0.2420	 13.5512	  13.551	  81.095
 1622	  0.2424	 13.5600	  13.560	  81.145
 1623	  0.2424	 13.5687	  13.569	  81.195
 1624	  0.2424	 13.5763	  13.576	  81.245
 1625	  0.2420	 13.5850	  13.585	  81.295
 1626	  0.2424	 13.5938	  13.594	  81.345
 1627	  0.2428	 13.6025	  13.602	  81.395
 1628	  0.2432	 13.6100	  13.610	  81.445
 1629	  0.2428	 13.6187	  13.619	  81.495
 1630	  0.2432	 13.6275	  13.627	  81.545
 1631	  0.2432	 13.6350	  13.635	  81.595
 1632	  0.2432	 13.6437	  13.644	  81.645
 1633	  0.2436	 13.6525	  13.653	  81.695
 1634	  0.2440	 13.6600	  13.660	  81.745
 1635	  0.2440	 13.6687	  13.669	  81.795
 1636	  0.2444	 13.6775	  13.677	  81.845
 1637	  0.2440	 13.6850	  13.685	  81.895
 1638	  0.2440	 13.6937	  13.694	  81.945
 1639	  0.2448	 13.7025	  13.702	  81.995
 1640	  0.2448	 13.7112	  13.711	  82.045
 1641	  0.2448	 13.7188	  13.719	  82.095
 1642	  0.2448	 13.7275	  13.727	  82.145
 1643	  0.2452	 13.7362	  13.736	  82.195
 1644	  0.2460	 13.7437	  13.744	  82.245
 1645	  0.2456	 13.7525	  13.752	  82.295
 1646	  0.2456	 13.7612	  13.761	  82.345
 1647	  0.2460	 13.7687	  13.769	  82.395
 1648	  0.2456	 13.7775	  13.778	  82.445
 1649	  0.2460	 13.7850	  13.785	  82.495
 1650	  0.2448	 13.7937	  13.794	  82.545
 1651	  0.2452	 13.8025	  13.802	  82.595
 1652	  0.2460	 13.8112	  13.811	  82.645
 1653	  0.2464	 13.8187	  13.819	  82.695
 1654	  0.2464	 13.8275	  13.827	  82.745
 1655	  0.2464	 13.8362	  13.836	  82.795
 1656	  0.2464	 13.8438	  13.844	  82.845
 1657	  0.2464	 13.8525	  13.852	  82.895
 1658	  0.2460	 13.8612	  13.861	  82.945
 1659	  0.2472	 13.8687	  13.869	  82.995
 1660	  0.2464	 13.8775	  13.877	  83.045
 1661	  0.2464	 13.8862	  13.886	  83.095
 1662	  0.2472	 13.8950	  13.895	  83.145
 1663	  0.2476	 13.9025	  13.903	  83.195
 1664	  0.2468	 13.9113	  13.911	  83.245
 1665	  0.2476	 13.9200	  13.920	  83.295
 1666	  0.2476	 13.9275	  13.927	  83.345
 1667	  0.2476	 13.9362	  13.936	  83.395
 1668	  0.2476	 13.9450	  13.945	  83.445
 1669	  0.2480	 13.9525	  13.952	  83.495
 1670	  0.2484	 13.9612	  13.961	  83.545
 1671	  0.2484	 13.9700	  13.970	  83.595
 1672	  0.2484	 13.9775	  13.977	  83.645
 1673	  0.2488	 13.9862	  13.986	  83.695
 1674	  0.2488	 13.9950	  13.995	  83.745
 1675	  0.2488	 14.0025	  14.002	  83.795
 1676	  0.2492	 14.0112	  14.011	  83.845
 1677	  0.2492	 14.0200	  14.020	  83.895
 1678	  0.2488	 14.0275	  14.028	  83.945
 1679	  0.2492	 14.0363	  14.036	  83.995
 1680	  0.2496	 14.0450	  14.045	  84.045
 1681	  0.2492	 14.0525	  14.052	  84.095
 1682	  0.2496	 14.0612	  14.061	  84.145
 1683	  0.2496	 14.0700	  14.070	  84.195
 1684	  0.2496	 14.0787	  14.079	  84.245
 1685	  0.2504	 14.0862	  14.086	  84.295
 1686	  0.2496	 14.0950	  14.095	  84.345
 1687	  0.2500	 14.1037	  14.104	  84.395
 1688	  0.2500	 14.1112	  14.111	  84.445
 1689	  0.2500	 14.1200	  14.120	  84.495
 1690	  0.2500	 14.1287	  14.129	  84.545
 1691	  0.2508	 14.1375	  14.137	  84.595
 1692	  0.2516	 14.1450	  14.145	  84.645
 1693	  0.2512	 14.1537	  14.154	  84.695
 1694	  0.2512	 14.1625	  14.162	  84.745
 1695	  0.2512	 14.1700	  14.170	  84.795
 1696	  0.2512	 14.1788	  14.179	  84.845
 1697	  0.2512	 14.1875	  14.188	  84.895
 1698	  0.2516	 14.1950	  14.195	  84.945
 1699	  0.2516	 14.2037	  14.204	  84.995
 1700	  0.2524	 14.2125	  14.212	  85.045
 1701	  0.2520	 14.2200	  14.220	  85.095
 1702	  0.2520	 14.2287	  14.229	  85.145
 1703	  0.2524	 14.2375	  14.237	  85.195
 1704	  0.2520	 14.2450	  14.245	  85.245
 1705	  0.2524	 14.2537	  14.254	  85.295
 1706	  0.2528	 14.2625	  14.262	  85.345
 1707	  0.2532	 14.2712	  14.271	  85.395
 1708	  0.2528	 14.2787	  14.279	  85.445
 1709	  0.2532	 14.2875	  14.287	  85.495
 1710	  0.2528	 14.2962	  14.296	  85.545
 1711	  0.2536	 14.3050	  14.305	  85.595
 1712	  0.2532	 14.3125	  14.312	  85.645
 1713	  0.2536	 14.3212	  14.321	  85.695
 1714	  0.2540	 14.3300	  14.330	  85.745
 1715	  0.2532	 14.3375	  14.337	  85.795
 1716	  0.2536	 14.3462	  14.346	  85.845
 1717	  0.2536	 14.3550	  14.355	  85.895
 1718	  0.2540	 14.3625	  14.362	  85.945
 1719	  0.2544	 14.3713	  14.371	  85.995
 1720	  0.2548	 14.3800	  14.380	  86.045
 1721	  0.2548	 14.3888	  14.389	  86.095
 1722	  0.2544	 14.3962	  14.396	  86.145
 1723	  0.2552	 14.4050	  14.405	  86.195
 1724	  0.2548	 14.4137	  14.414	  86.245
 1725	  0.2544	 14.4225	  14.422	  86.295
 1726	  0.2556	 14.4300	  14.430	  86.345
 1727	  0.2556	 14.4387	  14.439	  86.395
 1728	  0.2556	 14.4462	  14.446	  86.445
 1729	  0.2552	 14.4550	  14.455	  86.495
 1730	  0.2552	 14.4637	  14.464	  86.545
 1731	  0.2552	 14.4725	  14.472	  86.595
 1732	  0.2560	 14.4800	  14.480	  86.645
 1733	  0.2560	 14.4887	  14.489	  86.695
 1734	  0.2560	 14.4975	  14.497	  86.745
 1735	  0.2564	 14.5050	  14.505	  86.795
 1736	  0.2564	 14.5138	  14.514	  86.845
 1737	  0.2568	 14.5225	  14.523	  86.895
 1738	  0.2568	 14.5300	  14.530	  86.945
 1739	  0.2568	 14.5387	  14.539	  86.995
 1740	  0.2564	 14.5475	  14.547	  87.045
 1741	  0.2572	 14.5562	  14.556	  87.095
 1742	  0.2576	 14.5637	  14.564	  87.145
 1743	  0.2576	 14.5725	  14.572	  87.195
 1744	  0.2576	 14.5812	  14.581	  87.245
 1745	  0.2580	 14.5900	  14.590	  87.295
 1746	  0.2584	 14.5975	  14.597	  87.345
 1747	  0.2584	 14.6062	  14.606	  87.395
 1748	  0.2580	 14.6137	  14.614	  87.445
 1749	  0.2584	 14.6225	  14.622	  87.495
 1750	  0.2588	 14.6312	  14.631	  87.545
 1751	  0.2584	 14.6400	  14.640	  87.595
 1752	  0.2584	 14.6475	  14.648	  87.645
 1753	  0.2592	 14.6562	  14.656	  87.695
 1754	  0.2584	 14.6650	  14.665	  87.745
 1755	  0.2592	 14.6737	  14.674	  87.795
 1756	  0.2592	 14.6812	  14.681	  87.845
 1757	  0.2592	 14.6900	  14.690	  87.895
 1758	  0.2588	 14.6987	  14.699	  87.945
 1759	  0.2592	 14.7062	  14.706	  87.995
 1760	  0.2592	 14.7150	  14.715	  88.045
 1761	  0.2600	 14.7238	  14.724	  88.095
 1762	  0.2600	 14.7312	  14.731	  88.145
 1763	  0.2596	 14.7400	  14.740	  88.195
 1764	  0.2600	 14.7487	  14.749	  88.245
 1765	  0.2604	 14.7562	  14.756	  88.295
 1766	  0.2600	 14.7650	  14.765	  88.345
 1767	  0.2604	 14.7737	  14.774	  88.395
 1768	  0.2604	 14.7812	  14.781	  88.445
 1769	  0.2600	 14.7900	  14.790	  88.495
 1770	  0.2604	 14.7987	  14.799	  88.545
 1771	  0.2604	 14.8075	  14.807	  88.595
 1772	  0.2608	 14.8150	  14.815	  88.645
 1773	  0.2612	 14.8237	  14.824	  88.695
 1774	  0.2612	 14.8325	  14.832	  88.745
 1775	  0.2612	 14.8400	  14.840	  88.795
 1776	  0.2616	 14.8488	  14.849	  88.845
 1777	  0.2620	 14.8575	  14.858	  88.895
 1778	  0.2620	 14.8650	  14.865	  88.945
 1779	  0.2620	 14.8737	  14.874	  88.995
 1780	  0.2624	 14.8825	  14.882	  89.045
 1781	  0.2620	 14.8912	  14.891	  89.095
 1782	  0.2616	 14.8987	  14.899	  89.145
 1783	  0.2616	 14.9075	  14.907	  89.195
 1784	  0.2624	 14.9162	  14.916	  89.245
 1785	  0.2612	 14.9237	  14.924	  89.295
 1786	  0.2616	 14.9325	  14.932	  89.345
 1787	  0.2624	 14.9412	  14.941	  89.395
 1788	  0.2632	 14.9487	  14.949	  89.445
 1789	  0.2628	 14.9575	  14.957	  89.495
 1790	  0.2628	 14.9662	  14.966	  89.545
 1791	  0.2632	 14.9750	  14.975	  89.595
 1792	  0.2632	 14.9825	  14.983	  89.645
 1793	  0.2632	 14.9913	  14.991	  89.695
 1794	  0.2636	 14.9987	  14.999	  89.745
 1795	  0.2636	 15.0075	  15.007	  89.795
 1796	  0.2636	 15.0162	  15.016	  89.845
 1797	  0.2636	 15.0237	  15.024	  89.895
 1798	  0.2640	 15.0325	  15.032	  89.945
 1799	  0.2636	 15.0412	  15.041	  89.995
 1800	  0.2636	 15.0487	  15.049	  90.045
 1801	  0.2640	 15.0575	  15.057	  90.095
 1802	  0.2644	 15.0662	  15.066	  90.145
 1803	  0.2648	 15.0750	  15.075	  90.195
 1804	  0.2644	 15.0825	  15.082	  90.245
 1805	  0.2652	 15.0912	  15.091	  90.295
 1806	  0.2652	 15.1000	  15.100	  90.345
 1807	  0.2656	 15.1087	  15.109	  90.395
 1808	  0.2648	 15.1163	  15.116	  90.445
 1809	  0.2652	 15.1250	  15.125	  90.495
 1810	  0.2656	 15.1337	  15.134	  90.545
 1811	  0.2652	 15.1412	  15.141	  90.595
 1812	  0.2648	 15.1500	  15.150	  90.645
 1813	  0.2656	 15.1587	  15.159	  90.695
 1814	  0.2656	 15.1662	  15.166	  90.745
 1815	  0.2664	 15.1750	  15.175	  90.795
 1816	  0.2660	 15.1837	  15.184	  90.845
 1817	  0.2664	 15.1912	  15.191	  90.895
 1818	  0.2664	 15.2000	  15.200	  90.945
 1819	  0.2664	 15.2087	  15.209	  90.995
 1820	  0.2664	 15.2162	  15.216	  91.045
 1821	  0.2672	 15.2250	  15.225	  91.095
 1822	  0.2660	 15.2337	  15.234	  91.145
 1823	  0.2668	 15.2413	  15.241	  91.195
 1824	  0.2676	 15.2500	  15.250	  91.245
 1825	  0.2672	 15.2587	  15.259	  91.295
 1826	  0.2668	 15.2675	  15.267	  91.345
 1827	  0.2676	 15.2750	  15.275	  91.395
 1828	  0.2680	 15.2837	  15.284	  91.445
 1829	  0.2680	 15.2925	  15.292	  91.495
 1830	  0.2684	 15.3000	  15.300	  91.545
 1831	  0.2680	 15.3087	  15.309	  91.595
 1832	  0.2680	 15.3175	  15.318	  91.645
 1833	  0.2676	 15.3250	  15.325	  91.695
 1834	  0.2684	 15.3337	  15.334	  91.745
 1835	  0.2684	 15.3425	  15.342	  91.795
 1836	  0.2680	 15.3500	  15.350	  91.845
 1837	  0.2680	 15.3587	  15.359	  91.895
 1838	  0.2684	 15.3675	  15.367	  91.945
 1839	  0.2684	 15.3762	  15.376	  91.995
 1840	  0.2688	 15.3837	  15.384	  92.045
 1841	  0.2684	 15.3925	  15.392	  92.095
 1842	  0.2684	 15.4012	  15.401	  92.145
 1843	  0.2680	 15.4087	  15.409	  92.195
 1844	  0.2676	 15.4175	  15.417	  92.245
 1845	  0.2680	 15.4262	  15.426	  92.295
 1846	  0.2684	 15.4337	  15.434	  92.345
 1847	  0.2688	 15.4425	  15.443	  92.395
 1848	  0.2688	 15.4513	  15.451	  92.445
 1849	  0.2696	 15.4587	  15.459	  92.495
 1850	  0.2696	 15.4675	  15.467	  92.545
 1851	  0.2700	 15.4762	  15.476	  92.595
 1852	  0.2708	 15.4850	  15.485	  92.645
 1853	  0.2708	 15.4913	  15.491	  92.695
 1854	  0.2700	 15.5000	  15.500	  92.745
 1855	  0.2704	 15.5087	  15.509	  92.795
 1856	  0.2700	 15.5162	  15.516	  92.845
 1857	  0.2700	 15.5250	  15.525	  92.895
 1858	  0.2700	 15.5337	  15.534	  92.945
 1859	  0.2700	 15.5412	  15.541	  92.995
 1860	  0.2700	 15.5500	  15.550	  93.045
 1861	  0.2700	 15.5587	  15.559	  93.095
 1862	  0.2704	 15.5662	  15.566	  93.145
 1863	  0.2712	 15.5750	  15.575	  93.195
 1864	  0.2708	 15.5837	  15.584	  93.245
 1865	  0.2712	 15.5912	  15.591	  93.295
 1866	  0.2716	 15.6000	  15.600	  93.345
 1867	  0.2720	 15.6087	  15.609	  93.395
 1868	  0.2712	 15.6163	  15.616	  93.445
 1869	  0.2716	 15.6250	  15.625	  93.495
 1870	  0.2716	 15.6337	  15.634	  93.545
 1871	  0.2716	 15.6425	  15.642	  93.595
 1872	  0.2716	 15.6500	  15.650	  93.645
 1873	  0.2720	 15.6587	  15.659	  93.695
 1874	  0.2724	 15.6675	  15.667	  93.745
 1875	  0.2728	 15.6750	  15.675	  93.795
 1876	  0.2720	 15.6837	  15.684	  93.845
 1877	  0.2724	 15.6925	  15.693	  93.895
 1878	  0.2724	 15.7013	  15.701	  93.945
 1879	  0.2732	 15.7087	  15.709	  93.995
 1880	  0.2728	 15.7175	  15.717	  94.045
 1881	  0.2728	 15.7262	  15.726	  94.095
 1882	  0.2732	 15.7337	  15.734	  94.145
 1883	  0.2732	 15.7425	  15.742	  94.195
 1884	  0.2728	 15.7512	  15.751	  94.245
 1885	  0.2728	 15.7587	  15.759	  94.295
 1886	  0.2732	 15.7675	  15.767	  94.345
 1887	  0.2732	 15.7750	  15.775	  94.395
 1888	  0.2736	 15.7837	  15.784	  94.445
 1889	  0.2740	 15.7925	  15.792	  94.495
 1890	  0.2740	 15.8012	  15.801	  94.545
 1891	  0.2744	 15.8087	  15.809	  94.595
 1892	  0.2740	 15.8175	  15.818	  94.645
 1893	  0.2740	 15.8263	  15.826	  94.695
 1894	  0.2740	 15.8337	  15.834	  94.745
 1895	  0.2748	 15.8425	  15.842	  94.795
 1896	  0.2740	 15.8512	  15.851	  94.845
 1897	  0.2740	 15.8587	  15.859	  94.895
 1898	  0.2748	 15.8675	  15.867	  94.945
 1899	  0.2752	 15.8750	  15.875	  94.995
 1900	  0.2748	 15.8837	  15.884	  95.045
 1901	  0.2744	 15.8925	  15.892	  95.095
 1902	  0.2748	 15.9012	  15.901	  95.145
 1903	  0.2752	 15.9087	  15.909	  95.195
 1904	  0.2752	 15.9175	  15.917	  95.245
 1905	  0.2756	 15.9262	  15.926	  95.295
 1906	  0.2764	 15.9337	  15.934	  95.345
 1907	  0.2764	 15.9425	  15.943	  95.395
 1908	  0.2764	 15.9513	  15.951	  95.445
 1909	  0.2760	 15.9587	  15.959	  95.495
 1910	  0.2760	 15.9675	  15.967	  95.545
 1911	  0.2764	 15.9762	  15.976	  95.595
 1912	  0.2764	 15.9837	  15.984	  95.645
 1913	  0.2760	 15.9925	  15.992	  95.695
 1914	  0.2760	 16.0012	  16.001	  95.745
 1915	  0.2764	 16.0087	  16.009	  95.795
 1916	  0.2768	 16.0175	  16.017	  95.845
 1917	  0.2768	 16.0250	  16.025	  95.895
 1918	  0.2768	 16.0338	  16.034	  95.945
 1919	  0.2776	 16.0425	  16.042	  95.995
 1920	  0.2776	 16.0513	  16.051	  96.045
 1921	  0.2772	 16.0588	  16.059	  96.095
 1922	  0.2776	 16.0675	  16.067	  96.145
 1923	  0.2776	 16.0750	  16.075	  96.195
 1924	  0.2776	 16.0837	  16.084	  96.245
 1925	  0.2784	 16.0925	  16.092	  96.295
 1926	  0.2780	 16.1012	  16.101	  96.345
 1927	  0.2780	 16.1087	  16.109	  96.395
 1928	  0.2780	 16.1175	  16.118	  96.445
 1929	  0.2780	 16.1250	  16.125	  96.495
 1930	  0.2780	 16.1337	  16.134	  96.545
 1931	  0.2780	 16.1425	  16.142	  96.595
 1932	  0.2780	 16.1500	  16.150	  96.645
 1933	  0.2780	 16.1588	  16.159	  96.695
 1934	  0.2780	 16.1675	  16.167	  96.745
 1935	  0.2780	 16.1763	  16.176	  96.795
 1936	  0.2780	 16.1838	  16.184	  96.845
 1937	  0.2776	 16.1925	  16.192	  96.895
 1938	  0.2784	 16.2013	  16.201	  96.945
 1939	  0.2784	 16.2087	  16.209	  96.995
 1940	  0.2784	 16.2175	  16.217	  97.045
 1941	  0.2788	 16.2262	  16.226	  97.095
 1942	  0.2796	 16.2337	  16.234	  97.145
 1943	  0.2796	 16.2425	  16.243	  97.195
 1944	  0.2792	 16.2512	  16.251	  97.245
 1945	  0.2796	 16.2587	  16.259	  97.295
 1946	  0.2796	 16.2675	  16.267	  97.345
 1947	  0.2796	 16.2750	  16.275	  97.395
 1948	  0.2792	 16.2838	  16.284	  97.445
 1949	  0.2796	 16.2925	  16.292	  97.495
 1950	  0.2800	 16.3013	  16.301	  97.545
 1951	  0.2804	 16.3088	  16.309	  97.595
 1952	  0.2804	 16.3175	  16.317	  97.645
 1953	  0.2800	 16.3250	  16.325	  97.695
 1954	  0.2804	 16.3337	  16.334	  97.745
 1955	  0.2800	 16.3425	  16.342	  97.795
 1956	  0.2804	 16.3512	  16.351	  97.845
 1957	  0.2808	 16.3587	  16.359	  97.895
 1958	  0.2808	 16.3675	  16.368	  97.945
 1959	  0.2808	 16.3750	  16.375	  97.995
 1960	  0.2808	 16.3837	  16.384	  98.045
 1961	  0.2812	 16.3925	  16.392	  98.095
 1962	  0.2812	 16.4012	  16.401	  98.145
 1963	  0.2812	 16.4088	  16.409	  98.195
 1964	  0.2812	 16.4175	  16.417	  98.245
 1965	  0.2820	 16.4263	  16.426	  98.295
 1966	  0.2816	 16.4338	  16.434	  98.345
 1967	  0.2816	 16.4425	  16.442	  98.395
 1968	  0.2816	 16.4513	  16.451	  98.445
 1969	  0.2820	 16.4587	  16.459	  98.495
 1970	  0.2808	 16.4675	  16.467	  98.545
 1971	  0.2820	 16.4762	  16.476	  98.595
 1972	  0.2816	 16.4837	  16.484	  98.645
 1973	  0.2824	 16.4925	  16.493	  98.695
 1974	  0.2824	 16.5012	  16.501	  98.745
 1975	  0.2828	 16.5087	  16.509	  98.795
 1976	  0.2828	 16.5175	  16.517	  98.845
 1977	  0.2824	 16.5262	  16.526	  98.895
 1978	  0.2824	 16.5338	  16.534	  98.945
 1979	  0.2824	 16.5425	  16.542	  98.995
 1980	  0.2828	 16.5513	  16.551	  99.045
 1981	  0.2828	 16.5588	  16.559	  99.095
 1982	  0.2828	 16.5675	  16.567	  99.145
 1983	  0.2836	 16.5750	  16.575	  99.195
 1984	  0.2836	 16.5837	  16.584	  99.245
 1985	  0.2832	 16.5925	  16.592	  99.295
 1986	  0.2832	 16.6000	  16.600	  99.345
 1987	  0.2836	 16.6087	  16.609	  99.395
 1988	  0.2836	 16.6175	  16.618	  99.445
 1989	  0.2844	 16.6250	  16.625	  99.495
 1990	  0.2832	 16.6337	  16.634	  99.545
 1991	  0.2836	 16.6425	  16.642	  99.595
 1992	  0.2836	 16.6512	  16.651	  99.645
 1993	  0.2840	 16.6588	  16.659	  99.695
 1994	  0.2836	 16.6675	  16.667	  99.745
 1995	  0.2840	 16.6763	  16.676	  99.795
 1996	  0.2836	 16.6838	  16.684	  99.845
 1997	  0.2840	 16.6925	  16.692	  99.895
 1998	  0.2848	 16.7000	  16.700	  99.945
 1999	  0.2852	 16.7087	  16.709	  99.995
 2000	  0.2856	 16.7175	  16.717	 100.045
 2001	  0.2852	 16.7250	  16.725	 100.095
 2002	  0.2852	 16.7337	  16.734	 100.145
 2003	  0.2856	 16.7425	  16.743	 100.195
 2004	  0.2856	 16.7512	  16.751	 100.245
 2005	  0.2856	 16.7587	  16.759	 100.295
 2006	  0.2856	 16.7675	  16.767	 100.345
 2007	  0.2856	 16.7762	  16.776	 100.395
 2008	  0.2848	 16.7838	  16.784	 100.445
 2009	  0.2856	 16.7925	  16.792	 100.495
 2010	  0.2868	 16.8013	  16.801	 100.545
