Index,Load (kN),Defor (mm)
8721,14.024,3.626
8722,14.024,3.6273
8723,14.02,3.6285
8724,14.02,3.6285
8725,14.02,3.6298
8726,14.02,3.631
8727,14.02,3.631
8728,14.016,3.6323
8729,14.016,3.6335
8730,14.016,3.6335
8731,14.016,3.6348
8732,14.016,3.636
8733,14.012,3.636
8734,14.012,3.6373
8735,14.012,3.6385
8736,14.012,3.6385
8737,14.012,3.6398
8738,14.008,3.641
8739,14.008,3.641
8740,14.008,3.6423
8741,14.008,3.6435
8742,14.004,3.6435
8743,14.004,3.6448
8744,14.004,3.646
8745,14.004,3.646
8746,14.004,3.6473
8747,14.004,3.6485
8748,14.0,3.6485
8749,14.0,3.6498
8750,14.0,3.651
8751,14.0,3.651
8752,14.0,3.6523
8753,13.996,3.6535
8754,14.0,3.6535
8755,13.996,3.6548
8756,13.996,3.656
8757,13.996,3.656
8758,13.996,3.6573
8759,13.992,3.6585
8760,13.992,3.6585
8761,13.992,3.6598
8762,13.988,3.661
8763,13.988,3.661
8764,13.988,3.6623
8765,13.988,3.6635
8766,13.984,3.6635
8767,13.984,3.6648
8768,13.984,3.666
8769,13.984,3.666
8770,13.984,3.6673
8771,13.98,3.6685
8772,13.98,3.6685
8773,13.98,3.6698
8774,13.98,3.671
8775,13.976,3.671
8776,13.976,3.6723
8777,13.976,3.6735
8778,13.976,3.6735
8779,13.976,3.6748
8780,13.976,3.676
8781,13.972,3.676
8782,13.972,3.6773
8783,13.972,3.6785
8784,13.972,3.6785
8785,13.972,3.6798
8786,13.968,3.681
8787,13.968,3.681
8788,13.968,3.6823
8789,13.968,3.6835
8790,13.968,3.6848
8791,13.964,3.6848
8792,13.964,3.686
8793,13.964,3.6873
8794,13.96,3.6873
8795,13.96,3.6885
8796,13.96,3.6898
8797,13.96,3.6898
8798,13.96,3.691
8799,13.96,3.6923
8800,13.96,3.6923
8801,13.956,3.6935
8802,13.956,3.6948
8803,13.956,3.6948
8804,13.956,3.696
8805,13.952,3.6973
8806,13.952,3.6973
8807,13.952,3.6985
8808,13.952,3.6998
8809,13.952,3.6998
8810,13.952,3.701
8811,13.948,3.7023
8812,13.948,3.7023
8813,13.948,3.7035
8814,13.944,3.7048
8815,13.944,3.7048
8816,13.94,3.706
8817,13.936,3.706
8818,13.94,3.7073
8819,13.94,3.7085
8820,13.94,3.7085
8821,13.94,3.7098
8822,13.936,3.711
8823,13.936,3.7123
8824,13.936,3.7123
8825,13.932,3.7135
8826,13.932,3.7148
8827,13.932,3.7148
8828,13.932,3.716
8829,13.932,3.7173
8830,13.932,3.7173
8831,13.928,3.7185
8832,13.928,3.7198
8833,13.928,3.7198
8834,13.928,3.721
8835,13.928,3.7223
8836,13.928,3.7223
8837,13.924,3.7235
8838,13.924,3.7248
8839,13.924,3.7248
8840,13.924,3.726
8841,13.924,3.7273
8842,13.92,3.7273
8843,13.92,3.7285
8844,13.92,3.7298
8845,13.916,3.7298
8846,13.916,3.731
8847,13.916,3.7323
8848,13.916,3.7323
8849,13.916,3.7335
8850,13.916,3.7348
8851,13.912,3.7348
8852,13.912,3.736
8853,13.912,3.7373
8854,13.912,3.7373
8855,13.912,3.7385
8856,13.908,3.7398
8857,13.908,3.741
8858,13.908,3.741
8859,13.908,3.7423
8860,13.904,3.7423
8861,13.904,3.7435
8862,13.904,3.7448
8863,13.9,3.7448
8864,13.9,3.746
8865,13.9,3.7473
8866,13.9,3.7485
8867,13.9,3.7485
8868,13.896,3.7498
8869,13.896,3.751
8870,13.896,3.751
8871,13.892,3.7523
8872,13.892,3.7535
8873,13.892,3.7535
8874,13.892,3.7548
8875,13.892,3.756
8876,13.892,3.756
8877,13.888,3.7573
8878,13.888,3.7585
8879,13.888,3.7585
8880,13.884,3.7598
8881,13.888,3.761
8882,13.884,3.761
8883,13.884,3.7623
8884,13.88,3.7635
8885,13.88,3.7635
8886,13.88,3.7648
8887,13.88,3.766
8888,13.88,3.766
8889,13.876,3.7673
8890,13.876,3.7685
8891,13.872,3.7685
8892,13.876,3.7698
8893,13.876,3.771
8894,13.872,3.771
8895,13.872,3.7723
8896,13.872,3.7735
8897,13.872,3.7735
8898,13.868,3.7748
8899,13.868,3.776
8900,13.868,3.776
8901,13.868,3.7773
8902,13.864,3.7785
8903,13.864,3.7785
8904,13.864,3.7798
8905,13.864,3.781
8906,13.86,3.781
8907,13.86,3.7823
8908,13.86,3.7835
8909,13.856,3.7835
8910,13.856,3.7848
8911,13.856,3.786
8912,13.856,3.786
8913,13.856,3.7873
8914,13.856,3.7885
8915,13.856,3.7885
8916,13.852,3.7898
8917,13.852,3.791
8918,13.852,3.791
8919,13.848,3.7923
8920,13.848,3.7935
8921,13.848,3.7948
8922,13.848,3.7948
8923,13.844,3.796
8924,13.844,3.7973
8925,13.844,3.7973
8926,13.844,3.7985
8927,13.844,3.7998
8928,13.84,3.7998
8929,13.84,3.801
8930,13.84,3.8023
8931,13.84,3.8023
8932,13.84,3.8035
8933,13.836,3.8048
8934,13.836,3.8048
8935,13.832,3.806
8936,13.836,3.8073
8937,13.832,3.8073
8938,13.832,3.8085
8939,13.832,3.8098
8940,13.828,3.8098
8941,13.828,3.811
8942,13.828,3.8123
8943,13.828,3.8123
8944,13.828,3.8135
8945,13.824,3.8148
8946,13.824,3.8148
8947,13.824,3.816
8948,13.82,3.8173
8949,13.82,3.8173
8950,13.82,3.8185
8951,13.816,3.8198
8952,13.816,3.8198
8953,13.816,3.821
8954,13.816,3.8223
8955,13.816,3.8223
8956,13.816,3.8235
8957,13.812,3.8248
8958,13.812,3.8248
8959,13.812,3.826
8960,13.812,3.8273
8961,13.812,3.8273
8962,13.808,3.8285
8963,13.808,3.8298
8964,13.808,3.8298
8965,13.808,3.831
8966,13.804,3.8323
8967,13.804,3.8323
8968,13.804,3.8335
8969,13.8,3.8348
8970,13.8,3.8348
8971,13.8,3.836
8972,13.8,3.8373
8973,13.796,3.8373
8974,13.796,3.8385
8975,13.796,3.8398
8976,13.796,3.841
8977,13.796,3.841
8978,13.792,3.8423
8979,13.792,3.8435
8980,13.792,3.8435
8981,13.792,3.8448
8982,13.788,3.846
8983,13.788,3.846
8984,13.788,3.8473
8985,13.788,3.8485
8986,13.784,3.8485
8987,13.784,3.8498
8988,13.784,3.851
8989,13.784,3.851
8990,13.78,3.8523
8991,13.78,3.8535
8992,13.78,3.8535
8993,13.78,3.8548
8994,13.78,3.856
8995,13.776,3.856
8996,13.776,3.8573
8997,13.776,3.8585
8998,13.776,3.8585
8999,13.772,3.8598
9000,13.772,3.861
9001,13.772,3.861
9002,13.772,3.8623
9003,13.768,3.8635
9004,13.768,3.8635
9005,13.768,3.8648
9006,13.764,3.866
9007,13.764,3.866
9008,13.764,3.8673
9009,13.764,3.8685
9010,13.76,3.8685
9011,13.76,3.8698
9012,13.76,3.871
9013,13.76,3.871
9014,13.76,3.8723
9015,13.756,3.8735
9016,13.756,3.8748
9017,13.756,3.8748
9018,13.756,3.876
9019,13.752,3.8773
9020,13.752,3.8773
9021,13.752,3.8785
9022,13.748,3.8798
9023,13.748,3.8798
9024,13.748,3.881
9025,13.748,3.8823
9026,13.744,3.8823
9027,13.744,3.8835
9028,13.744,3.8848
9029,13.744,3.8848
9030,13.744,3.886
9031,13.74,3.8873
9032,13.74,3.8873
9033,13.736,3.8885
9034,13.736,3.8898
9035,13.736,3.8898
9036,13.736,3.891
9037,13.736,3.8923
9038,13.732,3.8923
9039,13.732,3.8935
9040,13.732,3.8948
9041,13.732,3.8948
9042,13.728,3.896
9043,13.728,3.8973
9044,13.724,3.8973
9045,13.724,3.8985
9046,13.728,3.8998
9047,13.724,3.8998
9048,13.724,3.901
9049,13.724,3.9023
9050,13.72,3.9023
9051,13.72,3.9035
9052,13.72,3.9048
9053,13.716,3.9048
9054,13.716,3.906
9055,13.716,3.9073
9056,13.712,3.9073
9057,13.712,3.9085
9058,13.712,3.9098
9059,13.712,3.9098
9060,13.708,3.911
9061,13.708,3.9123
9062,13.708,3.9123
9063,13.708,3.9135
9064,13.708,3.9148
9065,13.708,3.9148
9066,13.704,3.916
9067,13.704,3.9173
9068,13.7,3.9173
9069,13.704,3.9185
9070,13.7,3.9198
9071,13.7,3.9198
9072,13.696,3.921
9073,13.696,3.9223
9074,13.696,3.9223
9075,13.696,3.9235
9076,13.692,3.9248
9077,13.692,3.9248
9078,13.692,3.926
9079,13.692,3.9273
9080,13.692,3.9273
9081,13.688,3.9285
9082,13.688,3.9298
9083,13.688,3.9298
9084,13.684,3.931
9085,13.684,3.931
9086,13.684,3.9323
9087,13.68,3.9335
9088,13.68,3.9335
9089,13.68,3.9348
9090,13.68,3.936
9091,13.68,3.936
9092,13.676,3.9373
9093,13.676,3.9385
9094,13.676,3.9385
9095,13.676,3.9398
9096,13.672,3.941
9097,13.672,3.941
9098,13.672,3.9423
9099,13.672,3.9435
9100,13.668,3.9435
9101,13.668,3.9448
9102,13.668,3.946
9103,13.668,3.946
9104,13.664,3.9473
9105,13.664,3.9485
9106,13.664,3.9485
9107,13.664,3.9498
9108,13.66,3.951
9109,13.66,3.951
9110,13.66,3.9523
9111,13.656,3.9535
9112,13.656,3.9535
9113,13.656,3.9548
9114,13.656,3.956
9115,13.656,3.956
9116,13.656,3.9573
9117,13.656,3.9585
9118,13.652,3.9585
9119,13.652,3.9598
9120,13.652,3.961
9121,13.648,3.961
9122,13.648,3.9623
9123,13.648,3.9635
9124,13.644,3.9635
9125,13.644,3.9648
9126,13.644,3.966
9127,13.64,3.9673
9128,13.644,3.9673
9129,13.64,3.9685
9130,13.64,3.9698
9131,13.64,3.9698
9132,13.636,3.971
9133,13.636,3.9723
9134,13.636,3.9723
9135,13.636,3.9735
9136,13.632,3.9748
9137,13.632,3.9748
9138,13.632,3.976
9139,13.632,3.9773
9140,13.628,3.9773
9141,13.628,3.9785
9142,13.628,3.9798
9143,13.628,3.9798
9144,13.628,3.981
9145,13.624,3.9823
9146,13.62,3.9823
9147,13.62,3.9835
9148,13.62,3.9848
9149,13.62,3.9848
9150,13.616,3.986
9151,13.616,3.9873
9152,13.616,3.9873
9153,13.616,3.9885
9154,13.612,3.9898
9155,13.612,3.9898
9156,13.612,3.991
9157,13.612,3.9923
9158,13.608,3.9923
9159,13.608,3.9935
9160,13.608,3.9948
9161,13.608,3.9948
9162,13.604,3.996
9163,13.604,3.9973
9164,13.604,3.9973
9165,13.6,3.9985
9166,13.6,3.9998
9167,13.6,4.001
9168,13.596,4.001
9169,13.596,4.0023
9170,13.596,4.0035
9171,13.596,4.0035
9172,13.596,4.0048
9173,13.592,4.006
9174,13.592,4.006
9175,13.592,4.0073
9176,13.588,4.0085
9177,13.588,4.0085
9178,13.584,4.0098
9179,13.588,4.011
9180,13.584,4.011
9181,13.584,4.0123
9182,13.584,4.0135
9183,13.584,4.0135
9184,13.58,4.0148
9185,13.58,4.016
9186,13.58,4.016
9187,13.576,4.0173
9188,13.576,4.0185
9189,13.576,4.0185
9190,13.576,4.0198
9191,13.576,4.021
9192,13.572,4.021
9193,13.572,4.0223
9194,13.572,4.0235
9195,13.568,4.0235
9196,13.568,4.0248
9197,13.568,4.026
9198,13.564,4.026
9199,13.564,4.0273
9200,13.564,4.0285
9201,13.564,4.0285
9202,13.56,4.0298
9203,13.56,4.031
9204,13.56,4.031
9205,13.56,4.0323
9206,13.556,4.0335
9207,13.556,4.0348
9208,13.556,4.0348
9209,13.556,4.036
9210,13.552,4.0373
9211,13.548,4.0373
9212,13.548,4.0385
9213,13.548,4.0398
9214,13.548,4.0398
9215,13.548,4.041
9216,13.544,4.0423
9217,13.544,4.0423
9218,13.544,4.0435
9219,13.54,4.0448
9220,13.54,4.0448
9221,13.54,4.046
9222,13.54,4.0473
9223,13.536,4.0473
9224,13.536,4.0485
9225,13.536,4.0498
9226,13.536,4.051
9227,13.532,4.051
9228,13.528,4.0523
9229,13.528,4.0523
9230,13.528,4.0535
9231,13.528,4.0548
9232,13.528,4.0548
9233,13.524,4.056
9234,13.524,4.0573
9235,13.524,4.0573
9236,13.524,4.0585
9237,13.52,4.0598
9238,13.52,4.0598
9239,13.52,4.061
9240,13.52,4.0623
9241,13.52,4.0623
9242,13.516,4.0635
9243,13.516,4.0648
9244,13.516,4.0648
9245,13.516,4.066
9246,13.512,4.0673
9247,13.512,4.0673
9248,13.512,4.0685
9249,13.508,4.0698
9250,13.508,4.0698
9251,13.508,4.071
9252,13.508,4.0723
9253,13.504,4.0723
9254,13.504,4.0735
9255,13.504,4.0748
9256,13.5,4.0748
9257,13.5,4.076
9258,13.5,4.0773
9259,13.5,4.0773
9260,13.496,4.0785
9261,13.496,4.0798
9262,13.496,4.081
9263,13.496,4.081
9264,13.492,4.0823
9265,13.492,4.0823
9266,13.492,4.0835
9267,13.492,4.0848
9268,13.488,4.0848
9269,13.488,4.086
9270,13.488,4.0873
9271,13.484,4.0873
9272,13.484,4.0885
9273,13.48,4.0898
9274,13.484,4.091
9275,13.48,4.091
9276,13.48,4.0923
9277,13.48,4.0935
9278,13.48,4.0935
9279,13.476,4.0948
9280,13.476,4.0948
9281,13.476,4.096
9282,13.472,4.0973
9283,13.472,4.0973
9284,13.468,4.0985
9285,13.468,4.0998
9286,13.468,4.101
9287,13.468,4.101
9288,13.468,4.1023
9289,13.464,4.1035
9290,13.464,4.1035
9291,13.46,4.1048
9292,13.46,4.106
9293,13.46,4.106
9294,13.46,4.1073
9295,13.46,4.1085
9296,13.456,4.1085
9297,13.456,4.1098
9298,13.456,4.111
9299,13.456,4.111
9300,13.452,4.1123
9301,13.448,4.1123
9302,13.448,4.1135
9303,13.448,4.1148
9304,13.448,4.1148
9305,13.444,4.116
9306,13.444,4.1173
9307,13.444,4.1173
9308,13.444,4.1185
9309,13.44,4.1198
9310,13.44,4.1198
9311,13.44,4.121
9312,13.44,4.1223
9313,13.44,4.1223
9314,13.436,4.1235
9315,13.436,4.1248
9316,13.436,4.1248
9317,13.436,4.126
9318,13.436,4.1273
9319,13.432,4.1273
9320,13.432,4.1285
9321,13.432,4.1298
9322,13.428,4.131
9323,13.428,4.131
9324,13.428,4.1323
9325,13.428,4.1335
9326,13.424,4.1335
9327,13.424,4.1348
9328,13.42,4.1348
9329,13.42,4.136
9330,13.42,4.1373
9331,13.42,4.1385
9332,13.416,4.1385
9333,13.416,4.1398
9334,13.416,4.141
9335,13.412,4.141
9336,13.412,4.1423
9337,13.408,4.1435
9338,13.412,4.1435
9339,13.408,4.1448
9340,13.408,4.146
9341,13.404,4.146
9342,13.404,4.1473
9343,13.404,4.1485
9344,13.404,4.1485
9345,13.4,4.1498
9346,13.4,4.151
9347,13.396,4.151
9348,13.4,4.1523
9349,13.396,4.1535
9350,13.396,4.1535
9351,13.396,4.1548
9352,13.392,4.156
9353,13.392,4.156
9354,13.392,4.1573
9355,13.388,4.1585
9356,13.388,4.1585
9357,13.388,4.1598
9358,13.384,4.161
9359,13.384,4.161
9360,13.384,4.1623
9361,13.384,4.1635
9362,13.38,4.1635
9363,13.38,4.1648
9364,13.38,4.166
9365,13.376,4.166
9366,13.376,4.1673
9367,13.376,4.1685
9368,13.376,4.1685
9369,13.376,4.1698
9370,13.372,4.171
9371,13.372,4.171
9372,13.372,4.1723
9373,13.368,4.1735
9374,13.368,4.1735
9375,13.368,4.1748
9376,13.364,4.176
9377,13.364,4.176
9378,13.364,4.1773
9379,13.364,4.1785
9380,13.36,4.1785
9381,13.36,4.1798
9382,13.36,4.181
9383,13.356,4.181
9384,13.356,4.1823
9385,13.356,4.1835
9386,13.356,4.1835
9387,13.352,4.1848
9388,13.352,4.186
9389,13.348,4.186
9390,13.348,4.1873
9391,13.348,4.1885
9392,13.348,4.1885
9393,13.344,4.1898
9394,13.344,4.191
9395,13.34,4.191
9396,13.344,4.1923
9397,13.34,4.1935
9398,13.34,4.1935
9399,13.336,4.1948
9400,13.336,4.196
9401,13.336,4.196
9402,13.336,4.1973
9403,13.336,4.1985
9404,13.332,4.1985
9405,13.332,4.1998
9406,13.332,4.201
9407,13.328,4.201
9408,13.328,4.2023
9409,13.328,4.2035
9410,13.328,4.2035
9411,13.324,4.2048
9412,13.324,4.206
9413,13.32,4.206
9414,13.32,4.2073
9415,13.32,4.2085
9416,13.32,4.2085
9417,13.316,4.2098
9418,13.316,4.211
9419,13.316,4.211
9420,13.316,4.2123
9421,13.312,4.2135
9422,13.312,4.2135
9423,13.312,4.2148
9424,13.308,4.216
9425,13.308,4.216
9426,13.308,4.2173
9427,13.308,4.2185
9428,13.304,4.2185
9429,13.304,4.2198
9430,13.304,4.221
9431,13.3,4.221
9432,13.3,4.2223
9433,13.296,4.2235
9434,13.296,4.2235
9435,13.296,4.2248
9436,13.296,4.226
9437,13.292,4.226
9438,13.292,4.2273
9439,13.292,4.2285
9440,13.288,4.2285
9441,13.292,4.2298
9442,13.288,4.231
9443,13.288,4.231
9444,13.288,4.2323
9445,13.288,4.2335
9446,13.284,4.2335
9447,13.284,4.2348
9448,13.284,4.236
9449,13.28,4.236
9450,13.28,4.2373
9451,13.276,4.2385
9452,13.276,4.2398
9453,13.276,4.2398
9454,13.276,4.241
9455,13.276,4.2423
9456,13.272,4.2423
9457,13.272,4.2435
9458,13.272,4.2448
9459,13.268,4.2448
9460,13.268,4.246
9461,13.268,4.2473
9462,13.264,4.2473
9463,13.264,4.2485
9464,13.264,4.2498
9465,13.26,4.2498
9466,13.26,4.251
9467,13.26,4.2523
9468,13.256,4.2523
9469,13.26,4.2535
9470,13.256,4.2548
9471,13.256,4.2548
9472,13.252,4.256
9473,13.252,4.2573
9474,13.252,4.2573
9475,13.248,4.2585
9476,13.248,4.2598
9477,13.248,4.2598
9478,13.244,4.261
9479,13.244,4.2623
9480,13.244,4.2623
9481,13.244,4.2635
9482,13.24,4.2648
9483,13.24,4.2648
9484,13.236,4.266
9485,13.236,4.2673
9486,13.236,4.2673
9487,13.236,4.2685
9488,13.232,4.2698
9489,13.232,4.271
9490,13.232,4.271
9491,13.228,4.2723
9492,13.228,4.2735
9493,13.228,4.2735
9494,13.224,4.2748
9495,13.224,4.276
9496,13.224,4.276
9497,13.224,4.2773
9498,13.224,4.2785
9499,13.22,4.2785
9500,13.22,4.2798
9501,13.22,4.281
9502,13.216,4.281
9503,13.216,4.2823
9504,13.212,4.2835
9505,13.212,4.2835
9506,13.212,4.2848
9507,13.212,4.286
9508,13.208,4.286
9509,13.208,4.2873
9510,13.204,4.2885
9511,13.204,4.2885
9512,13.204,4.2898
9513,13.204,4.291
9514,13.2,4.291
9515,13.2,4.2923
9516,13.2,4.2935
9517,13.196,4.2935
9518,13.196,4.2948
9519,13.192,4.296
9520,13.192,4.2973
9521,13.192,4.2973
9522,13.192,4.2985
9523,13.188,4.2998
9524,13.188,4.2998
9525,13.188,4.301
9526,13.188,4.3023
9527,13.184,4.3023
9528,13.184,4.3035
9529,13.184,4.3048
9530,13.18,4.3048
9531,13.18,4.306
9532,13.18,4.3073
9533,13.176,4.3073
9534,13.176,4.3085
9535,13.176,4.3098
9536,13.176,4.3098
9537,13.172,4.311
9538,13.172,4.3123
9539,13.172,4.3123
9540,13.168,4.3135
9541,13.168,4.3148
9542,13.168,4.3148
9543,13.164,4.316
9544,13.164,4.3173
9545,13.164,4.3173
9546,13.16,4.3185
9547,13.16,4.3198
9548,13.16,4.3198
9549,13.156,4.321
9550,13.156,4.3223
9551,13.156,4.3223
9552,13.152,4.3235
9553,13.152,4.3248
9554,13.152,4.3248
9555,13.148,4.326
9556,13.148,4.3273
9557,13.148,4.3273
9558,13.148,4.3285
9559,13.148,4.3298
9560,13.144,4.3298
9561,13.144,4.331
9562,13.14,4.3323
9563,13.14,4.3323
9564,13.14,4.3335
9565,13.136,4.3348
9566,13.136,4.3348
9567,13.136,4.336
9568,13.132,4.3373
9569,13.132,4.3373
9570,13.132,4.3385
9571,13.128,4.3398
9572,13.128,4.3398
9573,13.128,4.341
9574,13.128,4.3423
9575,13.124,4.3423
9576,13.124,4.3435
9577,13.124,4.3448
9578,13.12,4.3448
9579,13.12,4.346
9580,13.12,4.3473
9581,13.12,4.3473
9582,13.116,4.3485
9583,13.116,4.3498
9584,13.108,4.3498
9585,13.108,4.351
9586,13.108,4.351
9587,13.108,4.3523
9588,13.108,4.3535
9589,13.104,4.3535
9590,13.104,4.3548
9591,13.104,4.356
9592,13.104,4.356
9593,13.104,4.3573
9594,13.1,4.3585
9595,13.1,4.3585
9596,13.1,4.3598
9597,13.096,4.361
9598,13.096,4.361
9599,13.096,4.3623
9600,13.092,4.3635
9601,13.092,4.3635
9602,13.092,4.3648
9603,13.088,4.366
9604,13.088,4.366
9605,13.088,4.3673
9606,13.088,4.3685
9607,13.084,4.3685
9608,13.084,4.3698
9609,13.084,4.371
9610,13.084,4.371
9611,13.08,4.3723
9612,13.08,4.3735
9613,13.08,4.3735
9614,13.08,4.3748
9615,13.076,4.376
9616,13.076,4.376
9617,13.076,4.3773
9618,13.072,4.3785
9619,13.072,4.3785
9620,13.068,4.3798
9621,13.068,4.381
9622,13.068,4.381
9623,13.064,4.3823
9624,13.064,4.3835
9625,13.064,4.3848
9626,13.06,4.3848
9627,13.06,4.386
9628,13.06,4.3873
9629,13.056,4.3873
9630,13.056,4.3885
9631,13.056,4.3898
9632,13.052,4.3898
9633,13.052,4.391
9634,13.052,4.3923
9635,13.052,4.3923
9636,13.048,4.3935
9637,13.048,4.3948
9638,13.048,4.3948
9639,13.044,4.396
9640,13.044,4.3973
9641,13.044,4.3973
9642,13.04,4.3985
9643,13.04,4.3998
9644,13.04,4.3998
9645,13.036,4.401
9646,13.036,4.4023
9647,13.036,4.4023
9648,13.032,4.4035
9649,13.032,4.4048
9650,13.032,4.4048
9651,13.028,4.406
9652,13.028,4.4073
9653,13.024,4.4073
9654,13.024,4.4085
9655,13.024,4.4098
9656,13.024,4.4098
9657,13.02,4.411
9658,13.02,4.4123
9659,13.02,4.4123
9660,13.016,4.4135
9661,13.016,4.4148
9662,13.016,4.4148
9663,13.012,4.416
9664,13.012,4.4173
9665,13.008,4.4173
9666,13.008,4.4185
9667,13.008,4.4198
9668,13.004,4.4198
9669,13.004,4.421
9670,13.004,4.4223
9671,13.004,4.4223
9672,13.0,4.4235
9673,13.0,4.4248
9674,13.0,4.4248
9675,13.0,4.426
9676,12.996,4.4273
9677,12.996,4.4273
9678,12.996,4.4285
9679,12.992,4.4298
9680,12.992,4.431
9681,12.992,4.431
9682,12.988,4.4323
9683,12.988,4.4323
9684,12.988,4.4335
9685,12.984,4.4348
9686,12.984,4.4348
9687,12.98,4.436
9688,12.98,4.4373
9689,12.98,4.4385
9690,12.98,4.4385
9691,12.976,4.4398
9692,12.976,4.441
9693,12.976,4.441
9694,12.976,4.4423
9695,12.972,4.4435
9696,12.972,4.4435
9697,12.968,4.4448
9698,12.968,4.4448
9699,12.968,4.446
9700,12.968,4.4473
9701,12.964,4.4485
9702,12.96,4.4485
9703,12.96,4.4498
9704,12.96,4.451
9705,12.96,4.451
9706,12.956,4.4523
9707,12.956,4.4535
9708,12.952,4.4535
9709,12.952,4.4548
9710,12.952,4.456
9711,12.952,4.456
9712,12.952,4.4573
9713,12.948,4.4585
9714,12.944,4.4585
9715,12.944,4.4598
9716,12.944,4.461
9717,12.944,4.461
9718,12.944,4.4623
9719,12.94,4.4635
9720,12.94,4.4635
9721,12.936,4.4648
9722,12.936,4.466
9723,12.936,4.466
9724,12.936,4.4673
9725,12.932,4.4685
9726,12.932,4.4685
9727,12.928,4.4698
9728,12.928,4.471
9729,12.924,4.471
9730,12.924,4.4723
9731,12.924,4.4735
9732,12.92,4.4735
9733,12.92,4.4748
9734,12.92,4.476
9735,12.92,4.476
9736,12.916,4.4773
9737,12.916,4.4785
9738,12.912,4.4785
9739,12.912,4.4798
9740,12.912,4.481
9741,12.912,4.481
9742,12.908,4.4823
9743,12.908,4.4835
9744,12.908,4.4835
9745,12.908,4.4848
9746,12.904,4.486
9747,12.904,4.486
9748,12.904,4.4873
9749,12.904,4.4885
9750,12.9,4.4885
9751,12.9,4.4898
9752,12.896,4.491
9753,12.896,4.491
9754,12.896,4.4923
9755,12.892,4.4935
9756,12.892,4.4935
9757,12.892,4.4948
9758,12.888,4.496
9759,12.888,4.496
9760,12.888,4.4973
9761,12.884,4.4985
9762,12.884,4.4985
9763,12.88,4.4998
9764,12.88,4.501
9765,12.864,4.5098
9766,12.864,4.511
9767,12.864,4.511
9768,12.86,4.5123
9769,12.86,4.5135
9770,12.86,4.5135
9771,12.856,4.5148
9772,12.856,4.516
9773,12.856,4.516
9774,12.856,4.5173
9775,12.852,4.5185
9776,12.852,4.5198
9777,12.848,4.5198
9778,12.848,4.521
9779,12.848,4.5223
9780,12.848,4.5223
9781,12.844,4.5235
9782,12.844,4.5248
9783,12.84,4.5248
9784,12.84,4.526
9785,12.84,4.5273
9786,12.84,4.5273
9787,12.836,4.5285
9788,12.836,4.5298
9789,12.836,4.5298
9790,12.832,4.531
9791,12.832,4.5323
9792,12.828,4.5323
9793,12.828,4.5335
9794,12.824,4.5348
9795,12.824,4.5348
9796,12.824,4.536
9797,12.824,4.5373
9798,12.82,4.5373
9799,12.82,4.5385
9800,12.82,4.5398
9801,12.82,4.5398
9802,12.816,4.541
9803,12.812,4.5423
9804,12.812,4.5423
9805,12.812,4.5435
9806,12.808,4.5448
9807,12.808,4.5448
9808,12.808,4.546
9809,12.808,4.5473
9810,12.804,4.5473
9811,12.804,4.5485
9812,12.804,4.5498
9813,12.8,4.5498
9814,12.8,4.551
9815,12.8,4.5523
9816,12.796,4.5523
9817,12.796,4.5535
9818,12.792,4.5548
9819,12.792,4.5548
9820,12.792,4.556
9821,12.792,4.5573
9822,12.788,4.5585
9823,12.788,4.5585
9824,12.788,4.5598
9825,12.784,4.561
9826,12.784,4.561
9827,12.78,4.5623
9828,12.78,4.5635
9829,12.78,4.5635
9830,12.776,4.5648
9831,12.776,4.566
9832,12.776,4.566
9833,12.776,4.5673
9834,12.772,4.5673
9835,12.768,4.5685
9836,12.764,4.5698
9837,12.764,4.5698
9838,12.764,4.571
9839,12.764,4.5723
9840,12.764,4.5723
9841,12.76,4.5735
9842,12.76,4.5748
9843,12.756,4.5748
9844,12.756,4.576
9845,12.756,4.5773
9846,12.756,4.5773
9847,12.752,4.5785
9848,12.752,4.5798
9849,12.752,4.581
9850,12.752,4.581
9851,12.748,4.5823
9852,12.748,4.5823
9853,12.744,4.5835
9854,12.744,4.5848
9855,12.744,4.5848
9856,12.74,4.586
9857,12.74,4.5873
9858,12.74,4.5873
9859,12.74,4.5885
9860,12.736,4.5898
9861,12.736,4.591
9862,12.732,4.591
9863,12.732,4.5923
9864,12.728,4.5935
9865,12.728,4.5935
9866,12.728,4.5948
9867,12.728,4.5948
9868,12.724,4.596
9869,12.724,4.5973
9870,12.724,4.5985
9871,12.72,4.5985
9872,12.72,4.5998
9873,12.716,4.601
9874,12.716,4.601
9875,12.716,4.6023
9876,12.712,4.6035
9877,12.712,4.6035
9878,12.712,4.6048
9879,12.708,4.606
9880,12.708,4.606
9881,12.708,4.6073
9882,12.704,4.6085
9883,12.704,4.6085
9884,12.7,4.6098
9885,12.7,4.611
9886,12.7,4.611
9887,12.696,4.6123
9888,12.696,4.6135
9889,12.696,4.6135
9890,12.692,4.6148
9891,12.692,4.616
9892,12.692,4.616
9893,12.688,4.6173
9894,12.688,4.6185
9895,12.688,4.6185
9896,12.688,4.6198
9897,12.684,4.621
9898,12.684,4.621
9899,12.68,4.6223
9900,12.68,4.6235
9901,12.68,4.6235
9902,12.676,4.6248
9903,12.676,4.626
9904,12.676,4.626
9905,12.672,4.6273
9906,12.672,4.6285
9907,12.672,4.6285
9908,12.668,4.6298
9909,12.668,4.631
9910,12.668,4.631
