0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3529
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2913	  0.2384	 24.3538	  24.354	 145.695
 2914	  0.2380	 24.3625	  24.362	 145.745
 2915	  0.2380	 24.3713	  24.371	 145.795
 2916	  0.2384	 24.3787	  24.379	 145.845
 2917	  0.2380	 24.3875	  24.387	 145.895
 2918	  0.2380	 24.3962	  24.396	 145.945
 2919	  0.2384	 24.4037	  24.404	 145.995
 2920	  0.2388	 24.4125	  24.413	 146.045
 2921	  0.2384	 24.4200	  24.420	 146.095
 2922	  0.2388	 24.4287	  24.429	 146.145
 2923	  0.2384	 24.4375	  24.438	 146.195
 2924	  0.2388	 24.4450	  24.445	 146.245
 2925	  0.2388	 24.4537	  24.454	 146.295
 2926	  0.2388	 24.4625	  24.462	 146.345
 2927	  0.2388	 24.4712	  24.471	 146.395
 2928	  0.2384	 24.4788	  24.479	 146.445
 2929	  0.2384	 24.4875	  24.487	 146.495
 2930	  0.2392	 24.4963	  24.496	 146.545
 2931	  0.2384	 24.5037	  24.504	 146.595
 2932	  0.2388	 24.5125	  24.512	 146.645
 2933	  0.2388	 24.5212	  24.521	 146.695
 2934	  0.2384	 24.5287	  24.529	 146.745
 2935	  0.2388	 24.5375	  24.538	 146.795
 2936	  0.2388	 24.5462	  24.546	 146.845
 2937	  0.2388	 24.5537	  24.554	 146.895
 2938	  0.2392	 24.5625	  24.562	 146.945
 2939	  0.2384	 24.5700	  24.570	 146.995
 2940	  0.2388	 24.5787	  24.579	 147.045
 2941	  0.2388	 24.5875	  24.587	 147.095
 2942	  0.2388	 24.5962	  24.596	 147.145
 2943	  0.2388	 24.6038	  24.604	 147.195
 2944	  0.2388	 24.6125	  24.612	 147.245
 2945	  0.2392	 24.6213	  24.621	 147.295
 2946	  0.2388	 24.6287	  24.629	 147.345
 2947	  0.2388	 24.6375	  24.637	 147.395
 2948	  0.2380	 24.6462	  24.646	 147.445
 2949	  0.2388	 24.6537	  24.654	 147.495
 2950	  0.2380	 24.6625	  24.663	 147.545
 2951	  0.2384	 24.6712	  24.671	 147.595
 2952	  0.2384	 24.6800	  24.680	 147.645
 2953	  0.2388	 24.6875	  24.688	 147.695
 2954	  0.2388	 24.6962	  24.696	 147.745
 2955	  0.2388	 24.7050	  24.705	 147.795
 2956	  0.2392	 24.7125	  24.712	 147.845
 2957	  0.2396	 24.7212	  24.721	 147.895
 2958	  0.2396	 24.7288	  24.729	 147.945
 2959	  0.2396	 24.7375	  24.737	 147.995
 2960	  0.2400	 24.7463	  24.746	 148.045
 2961	  0.2400	 24.7537	  24.754	 148.095
 2962	  0.2404	 24.7625	  24.762	 148.145
 2963	  0.2396	 24.7712	  24.771	 148.195
 2964	  0.2396	 24.7787	  24.779	 148.245
 2965	  0.2396	 24.7875	  24.788	 148.295
 2966	  0.2396	 24.7962	  24.796	 148.345
 2967	  0.2396	 24.8037	  24.804	 148.395
 2968	  0.2396	 24.8125	  24.812	 148.445
 2969	  0.2400	 24.8212	  24.821	 148.495
 2970	  0.2396	 24.8287	  24.829	 148.545
 2971	  0.2396	 24.8375	  24.837	 148.595
 2972	  0.2400	 24.8462	  24.846	 148.645
 2973	  0.2400	 24.8538	  24.854	 148.695
 2974	  0.2404	 24.8625	  24.862	 148.745
 2975	  0.2400	 24.8713	  24.871	 148.795
 2976	  0.2400	 24.8787	  24.879	 148.845
 2977	  0.2400	 24.8875	  24.887	 148.895
 2978	  0.2404	 24.8962	  24.896	 148.945
 2979	  0.2408	 24.9037	  24.904	 148.995
 2980	  0.2404	 24.9125	  24.913	 149.045
 2981	  0.2404	 24.9212	  24.921	 149.095
 2982	  0.2404	 24.9287	  24.929	 149.145
 2983	  0.2404	 24.9375	  24.938	 149.195
 2984	  0.2400	 24.9462	  24.946	 149.245
 2985	  0.2404	 24.9537	  24.954	 149.295
 2986	  0.2404	 24.9625	  24.962	 149.345
 2987	  0.2408	 24.9700	  24.970	 149.395
 2988	  0.2404	 24.9788	  24.979	 149.445
 2989	  0.2404	 24.9875	  24.987	 149.495
 2990	  0.2404	 24.9963	  24.996	 149.545
 2991	  0.2404	 25.0037	  25.004	 149.595
 2992	  0.2404	 25.0125	  25.012	 149.645
 2993	  0.2408	 25.0212	  25.021	 149.695
 2994	  0.2408	 25.0287	  25.029	 149.745
 2995	  0.2408	 25.0375	  25.038	 149.795
 2996	  0.2404	 25.0462	  25.046	 149.845
 2997	  0.2408	 25.0537	  25.054	 149.895
 2998	  0.2412	 25.0625	  25.062	 149.945
 2999	  0.2408	 25.0712	  25.071	 149.995
 3000	  0.2404	 25.0787	  25.079	 150.045
 3001	  0.2400	 25.0875	  25.087	 150.095
 3002	  0.2404	 25.0962	  25.096	 150.145
 3003	  0.2404	 25.1038	  25.104	 150.195
 3004	  0.2416	 25.1125	  25.112	 150.245
 3005	  0.2420	 25.1200	  25.120	 150.295
 3006	  0.2420	 25.1287	  25.129	 150.345
 3007	  0.2412	 25.1375	  25.137	 150.395
 3008	  0.2412	 25.1450	  25.145	 150.445
 3009	  0.2408	 25.1537	  25.154	 150.495
 3010	  0.2408	 25.1625	  25.163	 150.545
 3011	  0.2408	 25.1700	  25.170	 150.595
 3012	  0.2408	 25.1787	  25.179	 150.645
 3013	  0.2408	 25.1875	  25.188	 150.695
 3014	  0.2412	 25.1962	  25.196	 150.745
 3015	  0.2416	 25.2037	  25.204	 150.795
 3016	  0.2404	 25.2125	  25.212	 150.845
 3017	  0.2412	 25.2212	  25.221	 150.895
 3018	  0.2408	 25.2288	  25.229	 150.945
 3019	  0.2408	 25.2375	  25.237	 150.995
 3020	  0.2412	 25.2463	  25.246	 151.045
 3021	  0.2416	 25.2537	  25.254	 151.095
 3022	  0.2416	 25.2625	  25.262	 151.145
 3023	  0.2416	 25.2712	  25.271	 151.195
 3024	  0.2412	 25.2787	  25.279	 151.245
 3025	  0.2416	 25.2875	  25.288	 151.295
 3026	  0.2420	 25.2962	  25.296	 151.345
 3027	  0.2424	 25.3037	  25.304	 151.395
 3028	  0.2416	 25.3125	  25.312	 151.445
 3029	  0.2412	 25.3212	  25.321	 151.495
 3030	  0.2408	 25.3300	  25.330	 151.545
 3031	  0.2408	 25.3375	  25.337	 151.595
 3032	  0.2416	 25.3462	  25.346	 151.645
 3033	  0.2416	 25.3550	  25.355	 151.695
 3034	  0.2416	 25.3625	  25.362	 151.745
 3035	  0.2412	 25.3713	  25.371	 151.795
 3036	  0.2412	 25.3800	  25.380	 151.845
 3037	  0.2412	 25.3875	  25.387	 151.895
 3038	  0.2412	 25.3962	  25.396	 151.945
 3039	  0.2412	 25.4050	  25.405	 151.995
 3040	  0.2408	 25.4125	  25.413	 152.045
 3041	  0.2408	 25.4212	  25.421	 152.095
 3042	  0.2412	 25.4300	  25.430	 152.145
 3043	  0.2408	 25.4375	  25.438	 152.195
 3044	  0.2412	 25.4462	  25.446	 152.245
 3045	  0.2416	 25.4550	  25.455	 152.295
 3046	  0.2416	 25.4637	  25.464	 152.345
 3047	  0.2416	 25.4712	  25.471	 152.395
 3048	  0.2420	 25.4800	  25.480	 152.445
 3049	  0.2416	 25.4887	  25.489	 152.495
 3050	  0.2416	 25.4975	  25.497	 152.545
 3051	  0.2416	 25.5050	  25.505	 152.595
 3052	  0.2416	 25.5138	  25.514	 152.645
 3053	  0.2416	 25.5212	  25.521	 152.695
 3054	  0.2420	 25.5300	  25.530	 152.745
 3055	  0.2416	 25.5387	  25.539	 152.795
 3056	  0.2424	 25.5462	  25.546	 152.845
 3057	  0.2416	 25.5550	  25.555	 152.895
 3058	  0.2416	 25.5637	  25.564	 152.945
 3059	  0.2416	 25.5725	  25.573	 152.995
 3060	  0.2416	 25.5800	  25.580	 153.045
 3061	  0.2420	 25.5887	  25.589	 153.095
 3062	  0.2412	 25.5975	  25.597	 153.145
 3063	  0.2424	 25.6050	  25.605	 153.195
 3064	  0.2416	 25.6137	  25.614	 153.245
 3065	  0.2416	 25.6225	  25.622	 153.295
 3066	  0.2424	 25.6300	  25.630	 153.345
 3067	  0.2420	 25.6388	  25.639	 153.395
 3068	  0.2416	 25.6475	  25.647	 153.445
 3069	  0.2416	 25.6550	  25.655	 153.495
 3070	  0.2416	 25.6637	  25.664	 153.545
 3071	  0.2420	 25.6725	  25.672	 153.595
 3072	  0.2420	 25.6800	  25.680	 153.645
 3073	  0.2416	 25.6887	  25.689	 153.695
 3074	  0.2428	 25.6975	  25.698	 153.745
 3075	  0.2424	 25.7062	  25.706	 153.795
 3076	  0.2428	 25.7137	  25.714	 153.845
 3077	  0.2428	 25.7225	  25.722	 153.895
 3078	  0.2428	 25.7312	  25.731	 153.945
 3079	  0.2416	 25.7400	  25.740	 153.995
 3080	  0.2420	 25.7475	  25.747	 154.045
 3081	  0.2420	 25.7562	  25.756	 154.095
 3082	  0.2424	 25.7650	  25.765	 154.145
 3083	  0.2424	 25.7725	  25.772	 154.195
 3084	  0.2424	 25.7812	  25.781	 154.245
 3085	  0.2420	 25.7900	  25.790	 154.295
 3086	  0.2424	 25.7975	  25.797	 154.345
 3087	  0.2428	 25.8062	  25.806	 154.395
 3088	  0.2428	 25.8150	  25.815	 154.445
 3089	  0.2424	 25.8225	  25.823	 154.495
 3090	  0.2432	 25.8312	  25.831	 154.545
 3091	  0.2424	 25.8400	  25.840	 154.595
 3092	  0.2428	 25.8475	  25.847	 154.645
 3093	  0.2428	 25.8562	  25.856	 154.695
 3094	  0.2428	 25.8650	  25.865	 154.745
 3095	  0.2428	 25.8737	  25.874	 154.795
 3096	  0.2428	 25.8812	  25.881	 154.845
 3097	  0.2428	 25.8900	  25.890	 154.895
 3098	  0.2428	 25.8988	  25.899	 154.945
 3099	  0.2420	 25.9062	  25.906	 154.995
 3100	  0.2428	 25.9150	  25.915	 155.045
 3101	  0.2420	 25.9237	  25.924	 155.095
 3102	  0.2428	 25.9325	  25.932	 155.145
 3103	  0.2432	 25.9400	  25.940	 155.195
 3104	  0.2428	 25.9487	  25.949	 155.245
 3105	  0.2424	 25.9575	  25.957	 155.295
 3106	  0.2432	 25.9650	  25.965	 155.345
 3107	  0.2436	 25.9737	  25.974	 155.395
 3108	  0.2432	 25.9825	  25.983	 155.445
 3109	  0.2436	 25.9900	  25.990	 155.495
 3110	  0.2432	 25.9987	  25.999	 155.545
 3111	  0.2428	 26.0075	  26.007	 155.595
 3112	  0.2432	 26.0162	  26.016	 155.645
 3113	  0.2432	 26.0238	  26.024	 155.695
 3114	  0.2428	 26.0325	  26.032	 155.745
 3115	  0.2436	 26.0413	  26.041	 155.795
 3116	  0.2432	 26.0500	  26.050	 155.845
 3117	  0.2436	 26.0575	  26.057	 155.895
 3118	  0.2436	 26.0662	  26.066	 155.945
 3119	  0.2432	 26.0750	  26.075	 155.995
 3120	  0.2428	 26.0825	  26.082	 156.045
 3121	  0.2436	 26.0912	  26.091	 156.095
 3122	  0.2436	 26.1000	  26.100	 156.145
 3123	  0.2436	 26.1075	  26.108	 156.195
 3124	  0.2436	 26.1162	  26.116	 156.245
 3125	  0.2432	 26.1250	  26.125	 156.295
 3126	  0.2440	 26.1325	  26.132	 156.345
 3127	  0.2444	 26.1412	  26.141	 156.395
 3128	  0.2436	 26.1500	  26.150	 156.445
 3129	  0.2436	 26.1587	  26.159	 156.495
 3130	  0.2440	 26.1663	  26.166	 156.545
 3131	  0.2440	 26.1750	  26.175	 156.595
 3132	  0.2440	 26.1838	  26.184	 156.645
 3133	  0.2444	 26.1925	  26.192	 156.695
 3134	  0.2440	 26.2000	  26.200	 156.745
 3135	  0.2440	 26.2087	  26.209	 156.795
 3136	  0.2440	 26.2175	  26.217	 156.845
 3137	  0.2440	 26.2250	  26.225	 156.895
 3138	  0.2432	 26.2337	  26.234	 156.945
 3139	  0.2436	 26.2425	  26.243	 156.995
 3140	  0.2440	 26.2500	  26.250	 157.045
 3141	  0.2444	 26.2587	  26.259	 157.095
 3142	  0.2444	 26.2675	  26.267	 157.145
 3143	  0.2436	 26.2762	  26.276	 157.195
 3144	  0.2436	 26.2837	  26.284	 157.245
 3145	  0.2436	 26.2925	  26.292	 157.295
 3146	  0.2444	 26.3012	  26.301	 157.345
 3147	  0.2444	 26.3100	  26.310	 157.395
 3148	  0.2444	 26.3175	  26.317	 157.445
 3149	  0.2448	 26.3263	  26.326	 157.495
 3150	  0.2444	 26.3350	  26.335	 157.545
 3151	  0.2444	 26.3425	  26.342	 157.595
 3152	  0.2440	 26.3512	  26.351	 157.645
 3153	  0.2436	 26.3600	  26.360	 157.695
 3154	  0.2436	 26.3675	  26.368	 157.745
 3155	  0.2440	 26.3762	  26.376	 157.795
 3156	  0.2444	 26.3850	  26.385	 157.845
 3157	  0.2440	 26.3937	  26.394	 157.895
 3158	  0.2436	 26.4012	  26.401	 157.945
 3159	  0.2440	 26.4100	  26.410	 157.995
 3160	  0.2440	 26.4187	  26.419	 158.045
 3161	  0.2440	 26.4262	  26.426	 158.095
 3162	  0.2444	 26.4350	  26.435	 158.145
 3163	  0.2448	 26.4437	  26.444	 158.195
 3164	  0.2448	 26.4525	  26.452	 158.245
 3165	  0.2448	 26.4600	  26.460	 158.295
 3166	  0.2448	 26.4688	  26.469	 158.345
 3167	  0.2448	 26.4775	  26.477	 158.395
 3168	  0.2448	 26.4862	  26.486	 158.445
 3169	  0.2452	 26.4937	  26.494	 158.495
 3170	  0.2452	 26.5025	  26.502	 158.545
 3171	  0.2452	 26.5112	  26.511	 158.595
 3172	  0.2452	 26.5187	  26.519	 158.645
 3173	  0.2452	 26.5275	  26.528	 158.695
 3174	  0.2456	 26.5362	  26.536	 158.745
 3175	  0.2456	 26.5450	  26.545	 158.795
 3176	  0.2452	 26.5525	  26.552	 158.845
 3177	  0.2456	 26.5612	  26.561	 158.895
 3178	  0.2452	 26.5700	  26.570	 158.945
 3179	  0.2456	 26.5775	  26.577	 158.995
 3180	  0.2464	 26.5863	  26.586	 159.045
 3181	  0.2460	 26.5950	  26.595	 159.095
 3182	  0.2460	 26.6038	  26.604	 159.145
 3183	  0.2460	 26.6112	  26.611	 159.195
 3184	  0.2456	 26.6200	  26.620	 159.245
 3185	  0.2456	 26.6287	  26.629	 159.295
 3186	  0.2452	 26.6362	  26.636	 159.345
 3187	  0.2448	 26.6450	  26.645	 159.395
 3188	  0.2456	 26.6537	  26.654	 159.445
 3189	  0.2460	 26.6612	  26.661	 159.495
 3190	  0.2456	 26.6700	  26.670	 159.545
 3191	  0.2460	 26.6787	  26.679	 159.595
 3192	  0.2456	 26.6875	  26.688	 159.645
 3193	  0.2460	 26.6950	  26.695	 159.695
 3194	  0.2456	 26.7037	  26.704	 159.745
 3195	  0.2456	 26.7125	  26.712	 159.795
 3196	  0.2456	 26.7200	  26.720	 159.845
 3197	  0.2456	 26.7288	  26.729	 159.895
 3198	  0.2456	 26.7375	  26.737	 159.945
 3199	  0.2452	 26.7463	  26.746	 159.995
 3200	  0.2460	 26.7537	  26.754	 160.045
 3201	  0.2464	 26.7625	  26.762	 160.095
 3202	  0.2460	 26.7712	  26.771	 160.145
 3203	  0.2460	 26.7800	  26.780	 160.195
 3204	  0.2460	 26.7875	  26.787	 160.245
 3205	  0.2464	 26.7962	  26.796	 160.295
 3206	  0.2464	 26.8050	  26.805	 160.345
 3207	  0.2464	 26.8125	  26.812	 160.395
 3208	  0.2464	 26.8212	  26.821	 160.445
 3209	  0.2464	 26.8300	  26.830	 160.495
 3210	  0.2460	 26.8387	  26.839	 160.545
 3211	  0.2468	 26.8462	  26.846	 160.595
 3212	  0.2472	 26.8550	  26.855	 160.645
 3213	  0.2468	 26.8637	  26.864	 160.695
 3214	  0.2464	 26.8713	  26.871	 160.745
 3215	  0.2464	 26.8800	  26.880	 160.795
 3216	  0.2460	 26.8888	  26.889	 160.845
 3217	  0.2460	 26.8962	  26.896	 160.895
 3218	  0.2464	 26.9050	  26.905	 160.945
 3219	  0.2460	 26.9137	  26.914	 160.995
 3220	  0.2464	 26.9212	  26.921	 161.045
 3221	  0.2464	 26.9300	  26.930	 161.095
 3222	  0.2452	 26.9387	  26.939	 161.145
 3223	  0.2460	 26.9462	  26.946	 161.195
 3224	  0.2460	 26.9550	  26.955	 161.245
 3225	  0.2460	 26.9637	  26.964	 161.295
 3226	  0.2460	 26.9725	  26.972	 161.345
 3227	  0.2472	 26.9800	  26.980	 161.395
 3228	  0.2464	 26.9887	  26.989	 161.445
 3229	  0.2460	 26.9975	  26.997	 161.495
 3230	  0.2464	 27.0062	  27.006	 161.545
 3231	  0.2468	 27.0138	  27.014	 161.595
 3232	  0.2464	 27.0225	  27.022	 161.645
 3233	  0.2468	 27.0312	  27.031	 161.695
 3234	  0.2472	 27.0387	  27.039	 161.745
 3235	  0.2476	 27.0475	  27.047	 161.795
 3236	  0.2472	 27.0562	  27.056	 161.845
 3237	  0.2472	 27.0650	  27.065	 161.895
 3238	  0.2472	 27.0725	  27.073	 161.945
 3239	  0.2476	 27.0812	  27.081	 161.995
 3240	  0.2476	 27.0900	  27.090	 162.045
 3241	  0.2476	 27.0975	  27.097	 162.095
 3242	  0.2480	 27.1062	  27.106	 162.145
 3243	  0.2472	 27.1150	  27.115	 162.195
 3244	  0.2472	 27.1225	  27.122	 162.245
 3245	  0.2476	 27.1312	  27.131	 162.295
 3246	  0.2480	 27.1400	  27.140	 162.345
 3247	  0.2484	 27.1488	  27.149	 162.395
 3248	  0.2476	 27.1562	  27.156	 162.445
 3249	  0.2476	 27.1650	  27.165	 162.495
 3250	  0.2476	 27.1737	  27.174	 162.545
 3251	  0.2480	 27.1812	  27.181	 162.595
 3252	  0.2480	 27.1900	  27.190	 162.645
 3253	  0.2480	 27.1987	  27.199	 162.695
 3254	  0.2472	 27.2062	  27.206	 162.745
 3255	  0.2472	 27.2150	  27.215	 162.795
 3256	  0.2472	 27.2237	  27.224	 162.845
 3257	  0.2476	 27.2312	  27.231	 162.895
 3258	  0.2472	 27.2400	  27.240	 162.945
 3259	  0.2476	 27.2487	  27.249	 162.995
 3260	  0.2480	 27.2562	  27.256	 163.045
 3261	  0.2476	 27.2650	  27.265	 163.095
 3262	  0.2476	 27.2738	  27.274	 163.145
 3263	  0.2480	 27.2825	  27.282	 163.195
 3264	  0.2476	 27.2900	  27.290	 163.245
 3265	  0.2476	 27.2987	  27.299	 163.295
 3266	  0.2476	 27.3075	  27.307	 163.345
 3267	  0.2480	 27.3150	  27.315	 163.395
 3268	  0.2476	 27.3237	  27.324	 163.445
 3269	  0.2472	 27.3325	  27.332	 163.495
 3270	  0.2476	 27.3412	  27.341	 163.545
 3271	  0.2476	 27.3487	  27.349	 163.595
 3272	  0.2476	 27.3575	  27.358	 163.645
 3273	  0.2476	 27.3662	  27.366	 163.695
 3274	  0.2480	 27.3737	  27.374	 163.745
 3275	  0.2480	 27.3825	  27.382	 163.795
 3276	  0.2484	 27.3912	  27.391	 163.845
 3277	  0.2484	 27.3988	  27.399	 163.895
 3278	  0.2480	 27.4075	  27.407	 163.945
 3279	  0.2480	 27.4163	  27.416	 163.995
 3280	  0.2484	 27.4237	  27.424	 164.045
 3281	  0.2488	 27.4325	  27.432	 164.095
 3282	  0.2484	 27.4400	  27.440	 164.145
 3283	  0.2492	 27.4487	  27.449	 164.195
 3284	  0.2496	 27.4575	  27.457	 164.245
 3285	  0.2488	 27.4662	  27.466	 164.295
 3286	  0.2484	 27.4737	  27.474	 164.345
 3287	  0.2484	 27.4825	  27.483	 164.395
 3288	  0.2484	 27.4912	  27.491	 164.445
 3289	  0.2492	 27.4987	  27.499	 164.495
 3290	  0.2492	 27.5075	  27.507	 164.545
 3291	  0.2484	 27.5162	  27.516	 164.595
 3292	  0.2484	 27.5250	  27.525	 164.645
 3293	  0.2484	 27.5325	  27.532	 164.695
 3294	  0.2484	 27.5413	  27.541	 164.745
 3295	  0.2480	 27.5500	  27.550	 164.795
 3296	  0.2480	 27.5575	  27.557	 164.845
 3297	  0.2480	 27.5662	  27.566	 164.895
 3298	  0.2480	 27.5750	  27.575	 164.945
 3299	  0.2476	 27.5825	  27.582	 164.995
 3300	  0.2484	 27.5912	  27.591	 165.045
 3301	  0.2484	 27.6000	  27.600	 165.095
 3302	  0.2480	 27.6075	  27.608	 165.145
 3303	  0.2480	 27.6162	  27.616	 165.195
 3304	  0.2480	 27.6250	  27.625	 165.245
 3305	  0.2484	 27.6325	  27.632	 165.295
 3306	  0.2472	 27.6412	  27.641	 165.345
 3307	  0.2480	 27.6500	  27.650	 165.395
 3308	  0.2480	 27.6575	  27.657	 165.445
 3309	  0.2480	 27.6650	  27.665	 165.495
 3310	  0.2480	 27.6737	  27.674	 165.545
 3311	  0.2480	 27.6825	  27.682	 165.595
 3312	  0.2480	 27.6900	  27.690	 165.645
 3313	  0.2480	 27.6987	  27.699	 165.695
 3314	  0.2484	 27.7075	  27.707	 165.745
 3315	  0.2480	 27.7150	  27.715	 165.795
 3316	  0.2484	 27.7237	  27.724	 165.845
 3317	  0.2480	 27.7325	  27.733	 165.895
 3318	  0.2484	 27.7400	  27.740	 165.945
 3319	  0.2480	 27.7487	  27.749	 165.995
 3320	  0.2484	 27.7575	  27.757	 166.045
 3321	  0.2476	 27.7650	  27.765	 166.095
 3322	  0.2476	 27.7738	  27.774	 166.145
 3323	  0.2476	 27.7825	  27.782	 166.195
 3324	  0.2476	 27.7900	  27.790	 166.245
 3325	  0.2484	 27.7987	  27.799	 166.295
 3326	  0.2488	 27.8075	  27.807	 166.345
 3327	  0.2480	 27.8150	  27.815	 166.395
 3328	  0.2484	 27.8237	  27.824	 166.445
 3329	  0.2476	 27.8325	  27.832	 166.495
 3330	  0.2484	 27.8412	  27.841	 166.545
 3331	  0.2488	 27.8487	  27.849	 166.595
 3332	  0.2492	 27.8575	  27.858	 166.645
 3333	  0.2492	 27.8662	  27.866	 166.695
 3334	  0.2488	 27.8737	  27.874	 166.745
 3335	  0.2492	 27.8825	  27.882	 166.795
 3336	  0.2488	 27.8912	  27.891	 166.845
 3337	  0.2488	 27.8988	  27.899	 166.895
 3338	  0.2492	 27.9075	  27.907	 166.945
 3339	  0.2496	 27.9163	  27.916	 166.995
 3340	  0.2492	 27.9237	  27.924	 167.045
 3341	  0.2488	 27.9325	  27.932	 167.095
 3342	  0.2480	 27.9412	  27.941	 167.145
 3343	  0.2484	 27.9487	  27.949	 167.195
 3344	  0.2488	 27.9575	  27.957	 167.245
 3345	  0.2488	 27.9662	  27.966	 167.295
 3346	  0.2488	 27.9737	  27.974	 167.345
 3347	  0.2488	 27.9825	  27.983	 167.395
 3348	  0.2492	 27.9912	  27.991	 167.445
 3349	  0.2496	 27.9987	  27.999	 167.495
 3350	  0.2488	 28.0075	  28.007	 167.545
 3351	  0.2496	 28.0162	  28.016	 167.595
 3352	  0.2492	 28.0238	  28.024	 167.645
 3353	  0.2492	 28.0325	  28.032	 167.695
 3354	  0.2496	 28.0413	  28.041	 167.745
 3355	  0.2496	 28.0487	  28.049	 167.795
 3356	  0.2504	 28.0575	  28.057	 167.845
 3357	  0.2496	 28.0662	  28.066	 167.895
 3358	  0.2500	 28.0737	  28.074	 167.945
 3359	  0.2500	 28.0825	  28.082	 167.995
 3360	  0.2500	 28.0912	  28.091	 168.045
 3361	  0.2496	 28.0987	  28.099	 168.095
 3362	  0.2504	 28.1075	  28.108	 168.145
 3363	  0.2500	 28.1162	  28.116	 168.195
 3364	  0.2500	 28.1250	  28.125	 168.245
 3365	  0.2500	 28.1325	  28.132	 168.295
 3366	  0.2496	 28.1412	  28.141	 168.345
 3367	  0.2496	 28.1500	  28.150	 168.395
 3368	  0.2492	 28.1575	  28.157	 168.445
 3369	  0.2500	 28.1663	  28.166	 168.495
 3370	  0.2492	 28.1750	  28.175	 168.545
 3371	  0.2496	 28.1825	  28.182	 168.595
 3372	  0.2496	 28.1912	  28.191	 168.645
 3373	  0.2492	 28.1987	  28.199	 168.695
 3374	  0.2500	 28.2075	  28.207	 168.745
 3375	  0.2496	 28.2162	  28.216	 168.795
 3376	  0.2496	 28.2250	  28.225	 168.845
 3377	  0.2496	 28.2325	  28.233	 168.895
 3378	  0.2496	 28.2412	  28.241	 168.945
 3379	  0.2500	 28.2487	  28.249	 168.995
 3380	  0.2492	 28.2575	  28.257	 169.045
 3381	  0.2500	 28.2662	  28.266	 169.095
 3382	  0.2496	 28.2750	  28.275	 169.145
 3383	  0.2496	 28.2825	  28.282	 169.195
 3384	  0.2496	 28.2913	  28.291	 169.245
 3385	  0.2500	 28.2987	  28.299	 169.295
 3386	  0.2496	 28.3075	  28.307	 169.345
 3387	  0.2500	 28.3162	  28.316	 169.395
 3388	  0.2500	 28.3250	  28.325	 169.445
 3389	  0.2500	 28.3325	  28.332	 169.495
 3390	  0.2500	 28.3412	  28.341	 169.545
 3391	  0.2500	 28.3500	  28.350	 169.595
 3392	  0.2500	 28.3575	  28.358	 169.645
 3393	  0.2500	 28.3662	  28.366	 169.695
 3394	  0.2496	 28.3750	  28.375	 169.745
 3395	  0.2496	 28.3825	  28.382	 169.795
 3396	  0.2500	 28.3912	  28.391	 169.845
 3397	  0.2500	 28.4000	  28.400	 169.895
 3398	  0.2496	 28.4075	  28.407	 169.945
 3399	  0.2496	 28.4163	  28.416	 169.995
 3400	  0.2504	 28.4250	  28.425	 170.045
 3401	  0.2492	 28.4325	  28.432	 170.095
 3402	  0.2492	 28.4412	  28.441	 170.145
 3403	  0.2492	 28.4487	  28.449	 170.195
 3404	  0.2492	 28.4575	  28.457	 170.245
 3405	  0.2492	 28.4662	  28.466	 170.295
 3406	  0.2500	 28.4750	  28.475	 170.345
 3407	  0.2504	 28.4825	  28.483	 170.395
 3408	  0.2500	 28.4912	  28.491	 170.445
 3409	  0.2500	 28.4987	  28.499	 170.495
 3410	  0.2504	 28.5075	  28.507	 170.545
 3411	  0.2496	 28.5162	  28.516	 170.595
 3412	  0.2492	 28.5250	  28.525	 170.645
 3413	  0.2496	 28.5325	  28.532	 170.695
 3414	  0.2496	 28.5413	  28.541	 170.745
 3415	  0.2500	 28.5487	  28.549	 170.795
 3416	  0.2496	 28.5575	  28.557	 170.845
 3417	  0.2492	 28.5662	  28.566	 170.895
 3418	  0.2496	 28.5737	  28.574	 170.945
 3419	  0.2496	 28.5825	  28.582	 170.995
 3420	  0.2500	 28.5912	  28.591	 171.045
 3421	  0.2496	 28.5987	  28.599	 171.095
 3422	  0.2496	 28.6075	  28.608	 171.145
 3423	  0.2500	 28.6162	  28.616	 171.195
 3424	  0.2500	 28.6237	  28.624	 171.245
 3425	  0.2496	 28.6325	  28.632	 171.295
 3426	  0.2492	 28.6412	  28.641	 171.345
 3427	  0.2496	 28.6500	  28.650	 171.395
 3428	  0.2488	 28.6575	  28.657	 171.445
 3429	  0.2496	 28.6663	  28.666	 171.495
 3430	  0.2496	 28.6750	  28.675	 171.545
 3431	  0.2492	 28.6825	  28.682	 171.595
 3432	  0.2496	 28.6912	  28.691	 171.645
 3433	  0.2492	 28.6987	  28.699	 171.695
 3434	  0.2492	 28.7075	  28.707	 171.745
 3435	  0.2488	 28.7162	  28.716	 171.795
 3436	  0.2488	 28.7237	  28.724	 171.845
 3437	  0.2488	 28.7325	  28.733	 171.895
 3438	  0.2488	 28.7412	  28.741	 171.945
 3439	  0.2492	 28.7487	  28.749	 171.995
 3440	  0.2496	 28.7575	  28.757	 172.045
 3441	  0.2496	 28.7662	  28.766	 172.095
 3442	  0.2500	 28.7738	  28.774	 172.145
 3443	  0.2496	 28.7825	  28.782	 172.195
 3444	  0.2488	 28.7913	  28.791	 172.245
 3445	  0.2496	 28.7987	  28.799	 172.295
 3446	  0.2504	 28.8075	  28.807	 172.345
