0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2009-1-1
A3
001
DataNumber:	3117
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 2650	  0.2108	 22.1500	  22.150	 132.545
 2651	  0.2112	 22.1575	  22.157	 132.595
 2652	  0.2108	 22.1663	  22.166	 132.645
 2653	  0.2108	 22.1750	  22.175	 132.695
 2654	  0.2112	 22.1838	  22.184	 132.745
 2655	  0.2108	 22.1912	  22.191	 132.795
 2656	  0.2108	 22.2000	  22.200	 132.845
 2657	  0.2108	 22.2087	  22.209	 132.895
 2658	  0.2116	 22.2162	  22.216	 132.945
 2659	  0.2116	 22.2250	  22.225	 132.995
 2660	  0.2108	 22.2337	  22.234	 133.045
 2661	  0.2108	 22.2425	  22.243	 133.095
 2662	  0.2112	 22.2500	  22.250	 133.145
 2663	  0.2112	 22.2587	  22.259	 133.195
 2664	  0.2112	 22.2675	  22.267	 133.245
 2665	  0.2112	 22.2750	  22.275	 133.295
 2666	  0.2112	 22.2837	  22.284	 133.345
 2667	  0.2112	 22.2925	  22.292	 133.395
 2668	  0.2116	 22.3012	  22.301	 133.445
 2669	  0.2112	 22.3088	  22.309	 133.495
 2670	  0.2112	 22.3175	  22.317	 133.545
 2671	  0.2112	 22.3263	  22.326	 133.595
 2672	  0.2108	 22.3337	  22.334	 133.645
 2673	  0.2108	 22.3425	  22.342	 133.695
 2674	  0.2116	 22.3512	  22.351	 133.745
 2675	  0.2104	 22.3587	  22.359	 133.795
 2676	  0.2112	 22.3675	  22.368	 133.845
 2677	  0.2112	 22.3762	  22.376	 133.895
 2678	  0.2116	 22.3837	  22.384	 133.945
 2679	  0.2120	 22.3925	  22.392	 133.995
 2680	  0.2120	 22.4012	  22.401	 134.045
 2681	  0.2116	 22.4100	  22.410	 134.095
 2682	  0.2116	 22.4175	  22.417	 134.145
 2683	  0.2116	 22.4262	  22.426	 134.195
 2684	  0.2108	 22.4350	  22.435	 134.245
 2685	  0.2108	 22.4425	  22.442	 134.295
 2686	  0.2108	 22.4513	  22.451	 134.345
 2687	  0.2116	 22.4600	  22.460	 134.395
 2688	  0.2112	 22.4688	  22.469	 134.445
 2689	  0.2112	 22.4762	  22.476	 134.495
 2690	  0.2108	 22.4850	  22.485	 134.545
 2691	  0.2108	 22.4937	  22.494	 134.595
 2692	  0.2116	 22.5012	  22.501	 134.645
 2693	  0.2116	 22.5100	  22.510	 134.695
 2694	  0.2124	 22.5187	  22.519	 134.745
 2695	  0.2128	 22.5275	  22.528	 134.795
 2696	  0.2120	 22.5350	  22.535	 134.845
 2697	  0.2116	 22.5437	  22.544	 134.895
 2698	  0.2124	 22.5525	  22.552	 134.945
 2699	  0.2124	 22.5612	  22.561	 134.995
 2700	  0.2124	 22.5688	  22.569	 135.045
 2701	  0.2120	 22.5775	  22.577	 135.095
 2702	  0.2120	 22.5863	  22.586	 135.145
 2703	  0.2120	 22.5938	  22.594	 135.195
 2704	  0.2116	 22.6025	  22.602	 135.245
 2705	  0.2120	 22.6112	  22.611	 135.295
 2706	  0.2128	 22.6187	  22.619	 135.345
 2707	  0.2128	 22.6275	  22.627	 135.395
 2708	  0.2128	 22.6350	  22.635	 135.445
 2709	  0.2120	 22.6437	  22.644	 135.495
 2710	  0.2120	 22.6512	  22.651	 135.545
 2711	  0.2124	 22.6600	  22.660	 135.595
 2712	  0.2128	 22.6687	  22.669	 135.645
 2713	  0.2128	 22.6775	  22.677	 135.695
 2714	  0.2128	 22.6850	  22.685	 135.745
 2715	  0.2124	 22.6938	  22.694	 135.795
 2716	  0.2128	 22.7025	  22.702	 135.845
 2717	  0.2120	 22.7100	  22.710	 135.895
 2718	  0.2124	 22.7188	  22.719	 135.945
 2719	  0.2120	 22.7275	  22.727	 135.995
 2720	  0.2120	 22.7350	  22.735	 136.045
 2721	  0.2124	 22.7437	  22.744	 136.095
 2722	  0.2124	 22.7525	  22.752	 136.145
 2723	  0.2124	 22.7612	  22.761	 136.195
 2724	  0.2124	 22.7687	  22.769	 136.245
 2725	  0.2120	 22.7775	  22.778	 136.295
 2726	  0.2124	 22.7862	  22.786	 136.345
 2727	  0.2124	 22.7950	  22.795	 136.395
 2728	  0.2132	 22.8025	  22.802	 136.445
 2729	  0.2132	 22.8112	  22.811	 136.495
 2730	  0.2132	 22.8200	  22.820	 136.545
 2731	  0.2136	 22.8287	  22.829	 136.595
 2732	  0.2136	 22.8363	  22.836	 136.645
 2733	  0.2132	 22.8450	  22.845	 136.695
 2734	  0.2132	 22.8538	  22.854	 136.745
 2735	  0.2132	 22.8625	  22.862	 136.795
 2736	  0.2128	 22.8700	  22.870	 136.845
 2737	  0.2128	 22.8787	  22.879	 136.895
 2738	  0.2128	 22.8875	  22.887	 136.945
 2739	  0.2128	 22.8950	  22.895	 136.995
 2740	  0.2132	 22.9037	  22.904	 137.045
 2741	  0.2136	 22.9112	  22.911	 137.095
 2742	  0.2132	 22.9200	  22.920	 137.145
 2743	  0.2132	 22.9287	  22.929	 137.195
 2744	  0.2140	 22.9375	  22.938	 137.245
 2745	  0.2132	 22.9450	  22.945	 137.295
 2746	  0.2136	 22.9537	  22.954	 137.345
 2747	  0.2136	 22.9625	  22.962	 137.395
 2748	  0.2136	 22.9712	  22.971	 137.445
 2749	  0.2136	 22.9788	  22.979	 137.495
 2750	  0.2132	 22.9875	  22.987	 137.545
 2751	  0.2136	 22.9963	  22.996	 137.595
 2752	  0.2140	 23.0037	  23.004	 137.645
 2753	  0.2140	 23.0125	  23.012	 137.695
 2754	  0.2136	 23.0212	  23.021	 137.745
 2755	  0.2136	 23.0300	  23.030	 137.795
 2756	  0.2136	 23.0375	  23.038	 137.845
 2757	  0.2140	 23.0462	  23.046	 137.895
 2758	  0.2136	 23.0550	  23.055	 137.945
 2759	  0.2140	 23.0625	  23.062	 137.995
 2760	  0.2140	 23.0712	  23.071	 138.045
 2761	  0.2132	 23.0800	  23.080	 138.095
 2762	  0.2128	 23.0887	  23.089	 138.145
 2763	  0.2132	 23.0962	  23.096	 138.195
 2764	  0.2136	 23.1050	  23.105	 138.245
 2765	  0.2128	 23.1137	  23.114	 138.295
 2766	  0.2132	 23.1213	  23.121	 138.345
 2767	  0.2136	 23.1300	  23.130	 138.395
 2768	  0.2140	 23.1388	  23.139	 138.445
 2769	  0.2132	 23.1475	  23.147	 138.495
 2770	  0.2136	 23.1550	  23.155	 138.545
 2771	  0.2132	 23.1637	  23.164	 138.595
 2772	  0.2132	 23.1725	  23.172	 138.645
 2773	  0.2132	 23.1800	  23.180	 138.695
 2774	  0.2136	 23.1887	  23.189	 138.745
 2775	  0.2136	 23.1975	  23.198	 138.795
 2776	  0.2136	 23.2050	  23.205	 138.845
 2777	  0.2140	 23.2137	  23.214	 138.895
 2778	  0.2140	 23.2225	  23.222	 138.945
 2779	  0.2140	 23.2312	  23.231	 138.995
 2780	  0.2140	 23.2387	  23.239	 139.045
 2781	  0.2140	 23.2475	  23.247	 139.095
 2782	  0.2136	 23.2563	  23.256	 139.145
 2783	  0.2140	 23.2638	  23.264	 139.195
 2784	  0.2144	 23.2725	  23.272	 139.245
 2785	  0.2140	 23.2812	  23.281	 139.295
 2786	  0.2136	 23.2887	  23.289	 139.345
 2787	  0.2136	 23.2975	  23.297	 139.395
 2788	  0.2144	 23.3062	  23.306	 139.445
 2789	  0.2148	 23.3150	  23.315	 139.495
 2790	  0.2140	 23.3225	  23.323	 139.545
 2791	  0.2144	 23.3312	  23.331	 139.595
 2792	  0.2144	 23.3400	  23.340	 139.645
 2793	  0.2144	 23.3475	  23.347	 139.695
 2794	  0.2144	 23.3562	  23.356	 139.745
 2795	  0.2136	 23.3650	  23.365	 139.795
 2796	  0.2132	 23.3725	  23.372	 139.845
 2797	  0.2132	 23.3813	  23.381	 139.895
 2798	  0.2136	 23.3900	  23.390	 139.945
 2799	  0.2136	 23.3988	  23.399	 139.995
 2800	  0.2136	 23.4062	  23.406	 140.045
 2801	  0.2144	 23.4150	  23.415	 140.095
 2802	  0.2144	 23.4237	  23.424	 140.145
 2803	  0.2144	 23.4312	  23.431	 140.195
 2804	  0.2144	 23.4400	  23.440	 140.245
 2805	  0.2148	 23.4487	  23.449	 140.295
 2806	  0.2144	 23.4562	  23.456	 140.345
 2807	  0.2144	 23.4650	  23.465	 140.395
 2808	  0.2148	 23.4737	  23.474	 140.445
 2809	  0.2144	 23.4812	  23.481	 140.495
 2810	  0.2140	 23.4900	  23.490	 140.545
 2811	  0.2148	 23.4987	  23.499	 140.595
 2812	  0.2144	 23.5063	  23.506	 140.645
 2813	  0.2148	 23.5150	  23.515	 140.695
 2814	  0.2148	 23.5238	  23.524	 140.745
 2815	  0.2136	 23.5312	  23.531	 140.795
 2816	  0.2136	 23.5400	  23.540	 140.845
 2817	  0.2140	 23.5487	  23.549	 140.895
 2818	  0.2148	 23.5575	  23.557	 140.945
 2819	  0.2140	 23.5650	  23.565	 140.995
 2820	  0.2144	 23.5737	  23.574	 141.045
 2821	  0.2144	 23.5825	  23.582	 141.095
 2822	  0.2148	 23.5900	  23.590	 141.145
 2823	  0.2152	 23.5987	  23.599	 141.195
 2824	  0.2148	 23.6075	  23.608	 141.245
 2825	  0.2148	 23.6150	  23.615	 141.295
 2826	  0.2140	 23.6237	  23.624	 141.345
 2827	  0.2144	 23.6325	  23.632	 141.395
 2828	  0.2148	 23.6400	  23.640	 141.445
 2829	  0.2144	 23.6488	  23.649	 141.495
 2830	  0.2148	 23.6575	  23.657	 141.545
 2831	  0.2144	 23.6663	  23.666	 141.595
 2832	  0.2144	 23.6737	  23.674	 141.645
 2833	  0.2152	 23.6825	  23.682	 141.695
 2834	  0.2152	 23.6912	  23.691	 141.745
 2835	  0.2152	 23.6987	  23.699	 141.795
 2836	  0.2152	 23.7075	  23.707	 141.845
 2837	  0.2152	 23.7162	  23.716	 141.895
 2838	  0.2152	 23.7237	  23.724	 141.945
 2839	  0.2148	 23.7325	  23.733	 141.995
 2840	  0.2148	 23.7412	  23.741	 142.045
 2841	  0.2152	 23.7487	  23.749	 142.095
 2842	  0.2152	 23.7575	  23.757	 142.145
 2843	  0.2156	 23.7662	  23.766	 142.195
 2844	  0.2152	 23.7738	  23.774	 142.245
 2845	  0.2152	 23.7825	  23.782	 142.295
 2846	  0.2156	 23.7913	  23.791	 142.345
 2847	  0.2152	 23.7987	  23.799	 142.395
 2848	  0.2152	 23.8075	  23.807	 142.445
 2849	  0.2164	 23.8162	  23.816	 142.495
 2850	  0.2164	 23.8250	  23.825	 142.545
 2851	  0.2160	 23.8325	  23.832	 142.595
 2852	  0.2152	 23.8412	  23.841	 142.645
 2853	  0.2156	 23.8500	  23.850	 142.695
 2854	  0.2164	 23.8575	  23.858	 142.745
 2855	  0.2160	 23.8662	  23.866	 142.795
 2856	  0.2164	 23.8750	  23.875	 142.845
 2857	  0.2164	 23.8825	  23.882	 142.895
 2858	  0.2156	 23.8912	  23.891	 142.945
 2859	  0.2152	 23.9000	  23.900	 142.995
 2860	  0.2160	 23.9087	  23.909	 143.045
 2861	  0.2160	 23.9163	  23.916	 143.095
 2862	  0.2168	 23.9250	  23.925	 143.145
 2863	  0.2164	 23.9338	  23.934	 143.195
 2864	  0.2164	 23.9412	  23.941	 143.245
 2865	  0.2164	 23.9500	  23.950	 143.295
 2866	  0.2164	 23.9587	  23.959	 143.345
 2867	  0.2164	 23.9662	  23.966	 143.395
 2868	  0.2164	 23.9750	  23.975	 143.445
 2869	  0.2164	 23.9837	  23.984	 143.495
 2870	  0.2164	 23.9912	  23.991	 143.545
 2871	  0.2160	 24.0000	  24.000	 143.595
 2872	  0.2160	 24.0087	  24.009	 143.645
 2873	  0.2160	 24.0162	  24.016	 143.695
 2874	  0.2160	 24.0250	  24.025	 143.745
 2875	  0.2160	 24.0337	  24.034	 143.795
 2876	  0.2160	 24.0413	  24.041	 143.845
 2877	  0.2164	 24.0500	  24.050	 143.895
 2878	  0.2156	 24.0588	  24.059	 143.945
 2879	  0.2156	 24.0675	  24.067	 143.995
 2880	  0.2156	 24.0750	  24.075	 144.045
 2881	  0.2156	 24.0837	  24.084	 144.095
 2882	  0.2156	 24.0925	  24.092	 144.145
 2883	  0.2160	 24.1012	  24.101	 144.195
 2884	  0.2156	 24.1087	  24.109	 144.245
 2885	  0.2160	 24.1175	  24.118	 144.295
 2886	  0.2160	 24.1262	  24.126	 144.345
 2887	  0.2160	 24.1337	  24.134	 144.395
 2888	  0.2160	 24.1425	  24.142	 144.445
 2889	  0.2156	 24.1512	  24.151	 144.495
 2890	  0.2156	 24.1587	  24.159	 144.545
 2891	  0.2164	 24.1675	  24.167	 144.595
 2892	  0.2164	 24.1762	  24.176	 144.645
 2893	  0.2168	 24.1838	  24.184	 144.695
 2894	  0.2168	 24.1925	  24.192	 144.745
 2895	  0.2168	 24.2013	  24.201	 144.795
 2896	  0.2168	 24.2087	  24.209	 144.845
 2897	  0.2164	 24.2175	  24.217	 144.895
 2898	  0.2164	 24.2262	  24.226	 144.945
 2899	  0.2168	 24.2337	  24.234	 144.995
 2900	  0.2168	 24.2425	  24.243	 145.045
 2901	  0.2168	 24.2512	  24.251	 145.095
 2902	  0.2168	 24.2587	  24.259	 145.145
 2903	  0.2168	 24.2675	  24.267	 145.195
 2904	  0.2164	 24.2762	  24.276	 145.245
 2905	  0.2164	 24.2837	  24.284	 145.295
 2906	  0.2168	 24.2925	  24.292	 145.345
 2907	  0.2164	 24.3012	  24.301	 145.395
 2908	  0.2168	 24.3088	  24.309	 145.445
 2909	  0.2168	 24.3175	  24.317	 145.495
 2910	  0.2168	 24.3263	  24.326	 145.545
 2911	  0.2172	 24.3350	  24.335	 145.595
 2912	  0.2168	 24.3425	  24.342	 145.645
 2913	  0.2176	 24.3512	  24.351	 145.695
 2914	  0.2176	 24.3600	  24.360	 145.745
 2915	  0.2172	 24.3687	  24.369	 145.795
 2916	  0.2172	 24.3762	  24.376	 145.845
 2917	  0.2176	 24.3850	  24.385	 145.895
 2918	  0.2180	 24.3925	  24.392	 145.945
 2919	  0.2180	 24.4012	  24.401	 145.995
 2920	  0.2176	 24.4100	  24.410	 146.045
 2921	  0.2176	 24.4175	  24.417	 146.095
 2922	  0.2176	 24.4262	  24.426	 146.145
 2923	  0.2176	 24.4350	  24.435	 146.195
 2924	  0.2176	 24.4425	  24.442	 146.245
 2925	  0.2172	 24.4513	  24.451	 146.295
 2926	  0.2172	 24.4600	  24.460	 146.345
 2927	  0.2172	 24.4688	  24.469	 146.395
 2928	  0.2176	 24.4762	  24.476	 146.445
 2929	  0.2168	 24.4850	  24.485	 146.495
 2930	  0.2172	 24.4937	  24.494	 146.545
 2931	  0.2172	 24.5012	  24.501	 146.595
 2932	  0.2168	 24.5100	  24.510	 146.645
 2933	  0.2172	 24.5187	  24.519	 146.695
 2934	  0.2172	 24.5262	  24.526	 146.745
 2935	  0.2176	 24.5350	  24.535	 146.795
 2936	  0.2168	 24.5425	  24.542	 146.845
 2937	  0.2168	 24.5512	  24.551	 146.895
 2938	  0.2168	 24.5600	  24.560	 146.945
 2939	  0.2168	 24.5688	  24.569	 146.995
 2940	  0.2172	 24.5763	  24.576	 147.045
 2941	  0.2168	 24.5850	  24.585	 147.095
 2942	  0.2172	 24.5925	  24.592	 147.145
 2943	  0.2176	 24.6012	  24.601	 147.195
 2944	  0.2168	 24.6100	  24.610	 147.245
 2945	  0.2172	 24.6187	  24.619	 147.295
 2946	  0.2168	 24.6262	  24.626	 147.345
 2947	  0.2168	 24.6350	  24.635	 147.395
 2948	  0.2168	 24.6437	  24.644	 147.445
 2949	  0.2164	 24.6512	  24.651	 147.495
 2950	  0.2164	 24.6600	  24.660	 147.545
 2951	  0.2172	 24.6687	  24.669	 147.595
 2952	  0.2172	 24.6762	  24.676	 147.645
 2953	  0.2168	 24.6850	  24.685	 147.695
 2954	  0.2176	 24.6925	  24.692	 147.745
 2955	  0.2168	 24.7013	  24.701	 147.795
 2956	  0.2164	 24.7100	  24.710	 147.845
 2957	  0.2164	 24.7175	  24.717	 147.895
 2958	  0.2172	 24.7262	  24.726	 147.945
 2959	  0.2172	 24.7350	  24.735	 147.995
 2960	  0.2168	 24.7425	  24.743	 148.045
 2961	  0.2168	 24.7512	  24.751	 148.095
 2962	  0.2168	 24.7600	  24.760	 148.145
 2963	  0.2172	 24.7687	  24.769	 148.195
 2964	  0.2180	 24.7762	  24.776	 148.245
 2965	  0.2172	 24.7850	  24.785	 148.295
 2966	  0.2172	 24.7925	  24.792	 148.345
 2967	  0.2172	 24.8012	  24.801	 148.395
 2968	  0.2176	 24.8100	  24.810	 148.445
 2969	  0.2176	 24.8188	  24.819	 148.495
 2970	  0.2184	 24.8263	  24.826	 148.545
 2971	  0.2180	 24.8350	  24.835	 148.595
 2972	  0.2184	 24.8425	  24.842	 148.645
 2973	  0.2180	 24.8512	  24.851	 148.695
 2974	  0.2184	 24.8600	  24.860	 148.745
 2975	  0.2180	 24.8675	  24.868	 148.795
 2976	  0.2180	 24.8762	  24.876	 148.845
 2977	  0.2176	 24.8850	  24.885	 148.895
 2978	  0.2172	 24.8925	  24.892	 148.945
 2979	  0.2176	 24.9012	  24.901	 148.995
 2980	  0.2176	 24.9100	  24.910	 149.045
 2981	  0.2172	 24.9187	  24.919	 149.095
 2982	  0.2176	 24.9262	  24.926	 149.145
 2983	  0.2172	 24.9350	  24.935	 149.195
 2984	  0.2176	 24.9425	  24.942	 149.245
 2985	  0.2172	 24.9513	  24.951	 149.295
 2986	  0.2168	 24.9600	  24.960	 149.345
 2987	  0.2172	 24.9675	  24.967	 149.395
 2988	  0.2172	 24.9762	  24.976	 149.445
 2989	  0.2168	 24.9850	  24.985	 149.495
 2990	  0.2172	 24.9925	  24.993	 149.545
 2991	  0.2176	 25.0012	  25.001	 149.595
 2992	  0.2172	 25.0100	  25.010	 149.645
 2993	  0.2176	 25.0175	  25.017	 149.695
 2994	  0.2176	 25.0262	  25.026	 149.745
 2995	  0.2168	 25.0350	  25.035	 149.795
 2996	  0.2168	 25.0425	  25.042	 149.845
 2997	  0.2168	 25.0512	  25.051	 149.895
 2998	  0.2172	 25.0600	  25.060	 149.945
 2999	  0.2176	 25.0688	  25.069	 149.995
 3000	  0.2180	 25.0763	  25.076	 150.045
 3001	  0.2172	 25.0850	  25.085	 150.095
 3002	  0.2172	 25.0925	  25.092	 150.145
 3003	  0.2168	 25.1012	  25.101	 150.195
 3004	  0.2176	 25.1100	  25.110	 150.245
 3005	  0.2176	 25.1187	  25.119	 150.295
 3006	  0.2176	 25.1262	  25.126	 150.345
 3007	  0.2176	 25.1350	  25.135	 150.395
 3008	  0.2180	 25.1437	  25.144	 150.445
 3009	  0.2176	 25.1512	  25.151	 150.495
 3010	  0.2176	 25.1575	  25.157	 150.545
 3011	  0.2180	 25.1663	  25.166	 150.595
 3012	  0.2176	 25.1737	  25.174	 150.645
 3013	  0.2180	 25.1825	  25.182	 150.695
 3014	  0.2176	 25.1912	  25.191	 150.745
 3015	  0.2176	 25.1987	  25.199	 150.795
 3016	  0.2176	 25.2075	  25.207	 150.845
 3017	  0.2172	 25.2162	  25.216	 150.895
 3018	  0.2172	 25.2237	  25.224	 150.945
 3019	  0.2180	 25.2325	  25.233	 150.995
 3020	  0.2180	 25.2412	  25.241	 151.045
 3021	  0.2176	 25.2487	  25.249	 151.095
 3022	  0.2172	 25.2575	  25.257	 151.145
 3023	  0.2176	 25.2662	  25.266	 151.195
 3024	  0.2176	 25.2738	  25.274	 151.245
 3025	  0.2180	 25.2825	  25.282	 151.295
 3026	  0.2176	 25.2913	  25.291	 151.345
 3027	  0.2176	 25.2987	  25.299	 151.395
 3028	  0.2176	 25.3075	  25.307	 151.445
 3029	  0.2176	 25.3162	  25.316	 151.495
 3030	  0.2176	 25.3237	  25.324	 151.545
 3031	  0.2180	 25.3325	  25.332	 151.595
 3032	  0.2184	 25.3412	  25.341	 151.645
 3033	  0.2180	 25.3500	  25.350	 151.695
 3034	  0.2176	 25.3575	  25.358	 151.745
 3035	  0.2180	 25.3662	  25.366	 151.795
 3036	  0.2180	 25.3737	  25.374	 151.845
 3037	  0.2180	 25.3825	  25.382	 151.895
 3038	  0.2172	 25.3912	  25.391	 151.945
 3039	  0.2172	 25.3988	  25.399	 151.995
 3040	  0.2176	 25.4075	  25.407	 152.045
 3041	  0.2176	 25.4163	  25.416	 152.095
 3042	  0.2172	 25.4237	  25.424	 152.145
 3043	  0.2168	 25.4325	  25.432	 152.195
 3044	  0.2164	 25.4412	  25.441	 152.245
 3045	  0.2168	 25.4487	  25.449	 152.295
 3046	  0.2172	 25.4575	  25.457	 152.345
 3047	  0.2172	 25.4662	  25.466	 152.395
 3048	  0.2172	 25.4750	  25.475	 152.445
 3049	  0.2168	 25.4825	  25.483	 152.495
 3050	  0.2168	 25.4912	  25.491	 152.545
 3051	  0.2164	 25.5000	  25.500	 152.595
 3052	  0.2172	 25.5075	  25.507	 152.645
 3053	  0.2176	 25.5162	  25.516	 152.695
 3054	  0.2180	 25.5250	  25.525	 152.745
 3055	  0.2180	 25.5325	  25.532	 152.795
 3056	  0.2176	 25.5413	  25.541	 152.845
 3057	  0.2180	 25.5487	  25.549	 152.895
 3058	  0.2176	 25.5575	  25.557	 152.945
 3059	  0.2168	 25.5662	  25.566	 152.995
 3060	  0.2172	 25.5750	  25.575	 153.045
 3061	  0.2168	 25.5825	  25.582	 153.095
 3062	  0.2168	 25.5912	  25.591	 153.145
 3063	  0.2168	 25.6000	  25.600	 153.195
 3064	  0.2164	 25.6075	  25.608	 153.245
 3065	  0.2156	 25.6162	  25.616	 153.295
 3066	  0.2152	 25.6250	  25.625	 153.345
 3067	  0.2152	 25.6325	  25.632	 153.395
 3068	  0.1196	 25.6412	  25.641	 153.445
 3069	  0.0000	 25.6500	  25.650	 153.495
 3070	  0.0004	 25.6575	  25.657	 153.545
 3071	  0.0000	 25.6663	  25.666	 153.595
 3072	  0.0008	 25.6750	  25.675	 153.645
 3073	  0.0000	 25.6825	  25.682	 153.695
 3074	  0.0000	 25.6912	  25.691	 153.745
 3075	  0.0004	 25.7000	  25.700	 153.795
 3076	  0.0004	 25.7075	  25.707	 153.845
 3077	  0.0008	 25.7162	  25.716	 153.895
 3078	  0.0004	 25.7250	  25.725	 153.945
 3079	  0.0004	 25.7337	  25.734	 153.995
 3080	  0.0008	 25.7412	  25.741	 154.045
 3081	  0.0008	 25.7500	  25.750	 154.095
 3082	  0.0004	 25.7575	  25.757	 154.145
 3083	  0.0004	 25.7662	  25.766	 154.195
 3084	  0.0004	 25.7750	  25.775	 154.245
 3085	  0.0000	 25.7825	  25.782	 154.295
 3086	  0.0004	 25.7913	  25.791	 154.345
 3087	  0.0000	 25.7987	  25.799	 154.395
 3088	  0.0004	 25.8075	  25.807	 154.445
 3089	  0.0004	 25.8162	  25.816	 154.495
 3090	  0.0004	 25.8237	  25.824	 154.545
 3091	  0.0008	 25.8325	  25.832	 154.595
 3092	  0.0008	 25.8400	  25.840	 154.645
 3093	  0.0008	 25.8487	  25.849	 154.695
 3094	  0.0004	 25.8575	  25.858	 154.745
 3095	  0.0008	 25.8662	  25.866	 154.795
 3096	  0.0008	 25.8737	  25.874	 154.845
 3097	  0.0004	 25.8825	  25.882	 154.895
 3098	  0.0008	 25.8912	  25.891	 154.945
 3099	  0.0008	 25.8988	  25.899	 154.995
 3100	  0.0008	 25.9075	  25.907	 155.045
 3101	  0.0008	 25.9163	  25.916	 155.095
 3102	  0.0008	 25.9237	  25.924	 155.145
 3103	  0.0008	 25.9325	  25.932	 155.195
 3104	  0.0008	 25.9400	  25.940	 155.245
 3105	  0.0004	 25.9487	  25.949	 155.295
 3106	  0.0004	 25.9575	  25.957	 155.345
 3107	  0.0000	 25.9650	  25.965	 155.395
 3108	  0.0000	 25.9737	  25.974	 155.445
 3109	  0.0008	 25.9825	  25.983	 155.495
 3110	  0.0008	 25.9912	  25.991	 155.545
 3111	  0.0004	 25.9987	  25.999	 155.595
 3112	  0.0004	 26.0075	  26.007	 155.645
 3113	  0.0008	 26.0162	  26.016	 155.695
 3114	  0.0008	 26.0238	  26.024	 155.745
 3115	  0.0004	 26.0325	  26.032	 155.795
 3116	  0.0004	 26.0413	  26.041	 155.845
ControlMode:	0
Rate:	 10.0000
(null)
4
step	1
0
5.000000
0.000000
1
1
0.500000
2
step	2
1
5.000000
0.000000
1
1
2.000000
3
step	3
5
2.000000
0.000000
1
0
30.000000
4
step	4
8
0.000000
0.000000
0
0
0.000000
0
2
